Tool,ID,Page,Label,SpatialDist
Tika,30.tar_1702.03927.gz_ms_black.pdf,5,paragraph,0.40348628556780314
PyMuPDF,30.tar_1702.03927.gz_ms_black.pdf,5,paragraph,0.40194655510970717
Tika,26.tar_1702.01919.gz_MFLGL_13_black.pdf,32,paragraph,0.34914407988587726
PyMuPDF,26.tar_1702.01919.gz_MFLGL_13_black.pdf,32,paragraph,0.35526547892044447
Tika,25.tar_1702.01576.gz_AnomalyGrid_20170126_black.pdf,30,paragraph,0.0019258545979778318
PyMuPDF,25.tar_1702.01576.gz_AnomalyGrid_20170126_black.pdf,30,paragraph,0.001924927815206985
Tika,25.tar_1702.01653.gz_charpoly_black.pdf,5,paragraph,0.3850277438164206
PyMuPDF,25.tar_1702.01653.gz_charpoly_black.pdf,5,paragraph,0.3863786435241958
Tika,28.tar_1702.02854.gz_Kesseboehmer_Kombrink_cGDS_black.pdf,0,paragraph,0.3512773722627738
PyMuPDF,28.tar_1702.02854.gz_Kesseboehmer_Kombrink_cGDS_black.pdf,0,paragraph,0.35133287764866705
Tika,32.tar_1702.04689.gz_SerryPaper_black.pdf,4,paragraph,0.34432989690721655
PyMuPDF,32.tar_1702.04689.gz_SerryPaper_black.pdf,4,paragraph,0.3428377460964019
Tika,27.tar_1702.02534.gz_upwind-implicit_black.pdf,23,paragraph,0.353872244205766
PyMuPDF,27.tar_1702.02534.gz_upwind-implicit_black.pdf,23,paragraph,0.3510818438381938
Tika,28.tar_1702.02860.gz_HomogenRCMArXiv_black.pdf,14,paragraph,0.3438247745260445
PyMuPDF,28.tar_1702.02860.gz_HomogenRCMArXiv_black.pdf,14,paragraph,0.34162520729684914
Tika,30.tar_1702.03696.gz_arxiv_upload_black.pdf,12,paragraph,0.2885771543086172
PyMuPDF,30.tar_1702.03696.gz_arxiv_upload_black.pdf,12,paragraph,0.2885771543086172
Tika,24.tar_1702.00971.gz_audigier_multilevel_black.pdf,28,paragraph,0.3825675409189509
PyMuPDF,24.tar_1702.00971.gz_audigier_multilevel_black.pdf,28,paragraph,0.36834761809846517
Tika,32.tar_1702.04869.gz_main_2c_black.pdf,8,paragraph,0.41277708935701496
PyMuPDF,32.tar_1702.04869.gz_main_2c_black.pdf,8,paragraph,0.4128730573511209
Tika,26.tar_1702.01984.gz_Dining_crypto_arxiv_black.pdf,7,paragraph,0.01760000000000005
PyMuPDF,26.tar_1702.01984.gz_Dining_crypto_arxiv_black.pdf,7,paragraph,0.01772049939589209
Tika,25.tar_1702.01398.gz_main_black.pdf,1,paragraph,0.4163931667087436
PyMuPDF,25.tar_1702.01398.gz_main_black.pdf,1,paragraph,0.41511021369678613
Tika,23.tar_1702.00525.gz_submax_black.pdf,4,paragraph,0.35878363596587176
PyMuPDF,23.tar_1702.00525.gz_submax_black.pdf,4,paragraph,0.35676855895196513
Tika,24.tar_1702.01054.gz_the_Dirichlet_problem_for_nonlocal_Levy-type_operators_black.pdf,13,paragraph,0.3242049469964664
PyMuPDF,24.tar_1702.01054.gz_the_Dirichlet_problem_for_nonlocal_Levy-type_operators_black.pdf,13,paragraph,0.32434782608695656
Tika,33.tar_1702.05135.gz_Simulator_black.pdf,31,paragraph,0.0007894217485691968
PyMuPDF,33.tar_1702.05135.gz_Simulator_black.pdf,31,paragraph,0.000787556605631039
Tika,24.tar_1702.01264.gz_subnormality_C-dual_black.pdf,34,paragraph,0.339041945892281
PyMuPDF,24.tar_1702.01264.gz_subnormality_C-dual_black.pdf,34,paragraph,0.33786120029636946
Tika,23.tar_1702.00425.gz_paper_template_black.pdf,4,paragraph,0.38456449834619627
PyMuPDF,23.tar_1702.00425.gz_paper_template_black.pdf,4,paragraph,0.3824108510172829
Tika,27.tar_1702.02256.gz_gpu_cqg_iir_black.pdf,9,paragraph,0.42226071892594197
PyMuPDF,27.tar_1702.02256.gz_gpu_cqg_iir_black.pdf,9,paragraph,0.4223279965382951
Tika,24.tar_1702.00976.gz_preprint_black.pdf,3,paragraph,0.3257690368129097
PyMuPDF,24.tar_1702.00976.gz_preprint_black.pdf,3,paragraph,0.32842415316642115
Tika,28.tar_1702.02752.gz_main_black.pdf,3,paragraph,0.37388193202146686
PyMuPDF,28.tar_1702.02752.gz_main_black.pdf,3,paragraph,0.3802775317390021
Tika,27.tar_1702.02505.gz_ipalm_black.pdf,9,paragraph,0.37076861808044603
PyMuPDF,27.tar_1702.02505.gz_ipalm_black.pdf,9,paragraph,0.37000198925800676
Tika,27.tar_1702.02632.gz_VCMNLSE_PRE_black.pdf,4,paragraph,0.34248788368336025
PyMuPDF,27.tar_1702.02632.gz_VCMNLSE_PRE_black.pdf,4,paragraph,0.3408943616331821
Tika,25.tar_1702.01820.gz_main_black.pdf,3,paragraph,0.34149435494101227
PyMuPDF,25.tar_1702.01820.gz_main_black.pdf,3,paragraph,0.34122862571247625
Tika,28.tar_1702.02680.gz_ManifoldLowRankforImagingandLearning_black.pdf,7,paragraph,0.30587417448731313
PyMuPDF,28.tar_1702.02680.gz_ManifoldLowRankforImagingandLearning_black.pdf,7,paragraph,0.30571478200451624
Tika,27.tar_1702.02437.gz_paper_black.pdf,30,paragraph,0.2677493233395795
PyMuPDF,27.tar_1702.02437.gz_paper_black.pdf,30,paragraph,0.2678868552412645
Tika,30.tar_1702.03890.gz_article_RamosCantor_black.pdf,24,paragraph,0.38222933760256156
PyMuPDF,30.tar_1702.03890.gz_article_RamosCantor_black.pdf,24,paragraph,0.3808952837729816
Tika,24.tar_1702.00905.gz_NonabelianMulticolored_black.pdf,7,paragraph,0.48558558558558557
PyMuPDF,24.tar_1702.00905.gz_NonabelianMulticolored_black.pdf,7,paragraph,0.483370288248337
Tika,24.tar_1702.00973.gz_Montgomery_s_Conjecture_black.pdf,0,paragraph,0.3701010101010101
PyMuPDF,24.tar_1702.00973.gz_Montgomery_s_Conjecture_black.pdf,0,paragraph,0.36896342695494044
Tika,27.tar_1702.02342.gz_GHS-final_black.pdf,10,paragraph,0.369579149754326
PyMuPDF,27.tar_1702.02342.gz_GHS-final_black.pdf,10,paragraph,0.37040205303678353
Tika,25.tar_1702.01383.gz_Wang_Nissen_Kreiss_ArXiv_v2_black.pdf,9,paragraph,0.3920658366744039
PyMuPDF,25.tar_1702.01383.gz_Wang_Nissen_Kreiss_ArXiv_v2_black.pdf,9,paragraph,0.38966539601863615
