Tool,ID,Page,Label,SpatialDist
Tika,67.tar_1803.04047.gz_bbhreal-submit-arxiv_black.pdf,17,paragraph,0.3513670738801629
PyMuPDF,67.tar_1803.04047.gz_bbhreal-submit-arxiv_black.pdf,17,paragraph,0.3517039922103213
Tika,72.tar_1803.06134.gz_paper_resample-ls89_draft_black.pdf,26,paragraph,0.2416604892512973
PyMuPDF,72.tar_1803.06134.gz_paper_resample-ls89_draft_black.pdf,26,paragraph,0.23589743589743592
Tika,77.tar_1803.07962.gz_KSstability-ArXiv_black.pdf,13,paragraph,0.34040147017246253
PyMuPDF,77.tar_1803.07962.gz_KSstability-ArXiv_black.pdf,13,paragraph,0.34011299435028247
Tika,79.tar_1803.08672.gz_solomon-terao-subspace-arrangements_black.pdf,3,paragraph,0.33318642573821067
PyMuPDF,79.tar_1803.08672.gz_solomon-terao-subspace-arrangements_black.pdf,3,paragraph,0.32919163864932033
Tika,72.tar_1803.06144.gz_Orbits_elabs_K-theory_-_2_black.pdf,6,paragraph,0.4154608523290386
PyMuPDF,72.tar_1803.06144.gz_Orbits_elabs_K-theory_-_2_black.pdf,6,paragraph,0.4128802844725405
Tika,86.tar_1803.11255.gz_buschow_friederichs_black.pdf,23,paragraph,0.34250566526383946
PyMuPDF,86.tar_1803.11255.gz_buschow_friederichs_black.pdf,23,paragraph,0.3448730629739532
Tika,67.tar_1803.04257.gz_I-OKESTEQG_black.pdf,12,paragraph,0.36949755446865273
PyMuPDF,67.tar_1803.04257.gz_I-OKESTEQG_black.pdf,12,paragraph,0.3680355160932297
Tika,74.tar_1803.06638.gz_risk_black.pdf,5,paragraph,0.3685401078823734
PyMuPDF,74.tar_1803.06638.gz_risk_black.pdf,5,paragraph,0.36897930794644407
Tika,56.tar_1803.00182.gz_MetaHetNet_1Col_v9_black.pdf,18,paragraph,0.3616265298065535
PyMuPDF,56.tar_1803.00182.gz_MetaHetNet_1Col_v9_black.pdf,18,paragraph,0.3582089552238806
Tika,60.tar_1803.01610.gz_Locally_alg_1_black.pdf,4,paragraph,0.2979695431472081
PyMuPDF,60.tar_1803.01610.gz_Locally_alg_1_black.pdf,4,paragraph,0.29924050632911386
Tika,58.tar_1803.00909.gz_icml2018_black.pdf,31,paragraph,0.2616205232410465
PyMuPDF,58.tar_1803.00909.gz_icml2018_black.pdf,31,paragraph,0.24312590448625188
Tika,77.tar_1803.07966.gz_diffusion_amis_new_black.pdf,6,paragraph,0.11329404060248847
PyMuPDF,77.tar_1803.07966.gz_diffusion_amis_new_black.pdf,6,paragraph,0.11114701130856218
Tika,67.tar_1803.04267.gz_manuscript-sph-lambda_black.pdf,5,paragraph,0.6366416458159577
PyMuPDF,67.tar_1803.04267.gz_manuscript-sph-lambda_black.pdf,5,paragraph,0.6358605423353625
Tika,60.tar_1803.01703.gz_manuscript_black.pdf,7,paragraph,0.41049562682215746
PyMuPDF,60.tar_1803.01703.gz_manuscript_black.pdf,7,paragraph,0.4121071012805588
Tika,"71.tar_1803.05883.gz_Collas,Dettweiler,Reiter-Elliptic_Convolution_G2-motives_black.pdf",4,paragraph,0.20440753752794635
PyMuPDF,"71.tar_1803.05883.gz_Collas,Dettweiler,Reiter-Elliptic_Convolution_G2-motives_black.pdf",4,paragraph,0.2044728434504792
Tika,56.tar_1803.00016.gz_arXiv_RAA_black.pdf,6,paragraph,0.35755478662053053
PyMuPDF,56.tar_1803.00016.gz_arXiv_RAA_black.pdf,6,paragraph,0.35716639209225703
Tika,65.tar_1803.03312.gz_coh_eff_arxiv_black.pdf,21,paragraph,0.0018357044515832398
PyMuPDF,65.tar_1803.03312.gz_coh_eff_arxiv_black.pdf,21,paragraph,0.0018340210912425902
Tika,58.tar_1803.00715.gz_CvM_black.pdf,36,paragraph,0.3520283750831301
PyMuPDF,58.tar_1803.00715.gz_CvM_black.pdf,36,paragraph,0.34976785319478226
Tika,78.tar_1803.08254.gz_Wave2MovPts_171126Arxiv_black.pdf,13,paragraph,0.328735632183908
PyMuPDF,78.tar_1803.08254.gz_Wave2MovPts_171126Arxiv_black.pdf,13,paragraph,0.3248498713182728
Tika,72.tar_1803.06038.gz_Dividends_capital-absolutelycontiuous_15.03.2018_black.pdf,13,paragraph,0.3452824777745913
PyMuPDF,72.tar_1803.06038.gz_Dividends_capital-absolutelycontiuous_15.03.2018_black.pdf,13,paragraph,0.3448863636363636
Tika,68.tar_1803.04666.gz_BPSMarchFinal_black.pdf,1,paragraph,0.3561368209255534
PyMuPDF,68.tar_1803.04666.gz_BPSMarchFinal_black.pdf,1,paragraph,0.3558059971825317
Tika,68.tar_1803.04716.gz_torb_black.pdf,12,paragraph,0.10721572992023738
PyMuPDF,68.tar_1803.04716.gz_torb_black.pdf,12,paragraph,0.10683918669131245
Tika,69.tar_1803.05102.gz_2Dsuprestr_black.pdf,26,paragraph,0.3568060836501901
PyMuPDF,69.tar_1803.05102.gz_2Dsuprestr_black.pdf,26,paragraph,0.35660091047040965
Tika,64.tar_1803.03195.gz_lattice_black.pdf,2,paragraph,0.45763087843833183
PyMuPDF,64.tar_1803.03195.gz_lattice_black.pdf,2,paragraph,0.45736434108527135
Tika,60.tar_1803.01584.gz_Bernstein_centre_black.pdf,15,paragraph,0.3453199365415124
PyMuPDF,60.tar_1803.01584.gz_Bernstein_centre_black.pdf,15,paragraph,0.3409211222869243
Tika,80.tar_1803.08878.gz_article_black.pdf,5,paragraph,0.3569354478445388
PyMuPDF,80.tar_1803.08878.gz_article_black.pdf,5,paragraph,0.357875948237394
Tika,77.tar_1803.07705.gz_main_black.pdf,3,paragraph,0.33888464476699764
PyMuPDF,77.tar_1803.07705.gz_main_black.pdf,3,paragraph,0.33575537390251287
Tika,78.tar_1803.08320.gz_Arxiv_black.pdf,17,paragraph,0.35398886827458254
PyMuPDF,78.tar_1803.08320.gz_Arxiv_black.pdf,17,paragraph,0.3551263001485884
Tika,81.tar_1803.09220.gz_CellLevelSet6_black.pdf,15,paragraph,0.020119225037257847
PyMuPDF,81.tar_1803.09220.gz_CellLevelSet6_black.pdf,15,paragraph,0.02016430171769983
Tika,65.tar_1803.03309.gz_RealCharsSU_black.pdf,4,paragraph,0.33141542002301494
PyMuPDF,65.tar_1803.03309.gz_RealCharsSU_black.pdf,4,paragraph,0.33017015706806274
Tika,72.tar_1803.05989.gz_submitted_black.pdf,21,paragraph,0.3321428571428571
PyMuPDF,72.tar_1803.05989.gz_submitted_black.pdf,21,paragraph,0.33415233415233414
Tika,61.tar_1803.01915.gz_viscosity_mins_black.pdf,13,paragraph,0.30002752546105144
PyMuPDF,61.tar_1803.01915.gz_viscosity_mins_black.pdf,13,paragraph,0.29972527472527477
Tika,80.tar_1803.08792.gz_mtve_v1_black.pdf,19,paragraph,0.29209445585215604
PyMuPDF,80.tar_1803.08792.gz_mtve_v1_black.pdf,19,paragraph,0.29683825450744705
Tika,69.tar_1803.04805.gz_csdl_ver11_black.pdf,7,paragraph,0.2379528082419408
PyMuPDF,69.tar_1803.04805.gz_csdl_ver11_black.pdf,7,paragraph,0.23298385754701287
Tika,80.tar_1803.08987.gz_ms_ver03_black.pdf,37,paragraph,0.4091641310184357
PyMuPDF,80.tar_1803.08987.gz_ms_ver03_black.pdf,37,paragraph,0.40779824718297264
Tika,62.tar_1803.02472.gz_Class34NDJFL-arxiv_black.pdf,34,paragraph,0.3624096385542169
PyMuPDF,62.tar_1803.02472.gz_Class34NDJFL-arxiv_black.pdf,34,paragraph,0.36060825488776244
Tika,78.tar_1803.08141.gz_Construction_of_QC-LDPC_codes_free_of_elementary_trapping_sets_with_small_size_black.pdf,10,paragraph,0.38177014531043596
