Tool,ID,Page,Label,Precision,Recall,F1,SpatialDist
PdfAct,91.tar_1407.5271.gz_EPL_G34867_revised_26_08_2015_black.pdf,4,title,0.0,0.0,0.0,0.0
PdfAct,83.tar_1407.0982.gz_cellular_black.pdf,0,title,0.945077946382102,0.8175711857307207,0.926370407824135,0.9912417414499668
PdfAct,84.tar_1407.1154.gz_ExtendedMIR_AGN_final_black.pdf,0,title,0.847136985156926,0.9029864026410964,0.9082984060126986,0.8284194443818855
PdfAct,90.tar_1407.4499.gz_ms_v3_black.pdf,0,title,0.8806651970349637,0.9878397257374472,0.8407269098755831,0.885381798671861
PdfAct,82.tar_1407.0102.gz_ostwald_black.pdf,0,title,0.9765147082031328,0.9071928360694675,0.8730495111711438,0.8139174272946106
PdfAct,91.tar_1407.5213.gz_susy-so-qopt7_black.pdf,0,title,0.8877418278282041,0.81822161226974,0.9803357729589808,0.9185301823440851
PdfAct,83.tar_1407.0635.gz_ManuscriptSubmission_black.pdf,0,title,0.9053386498698316,0.8814278133281194,0.8950546977601985,0.8500529426247523
PdfAct,83.tar_1407.0923.gz_SiGe-2014-07-01_black.pdf,0,title,0.971216496286318,0.9598472832317704,0.9666871516346104,0.8084607066064745
PdfAct,94.tar_1407.6864.gz_ms_astroph_black.pdf,0,title,0.9739243142544304,0.848138580903803,0.9628251350921386,0.9994139249902485
PdfAct,83.tar_1407.0565.gz_main_black.pdf,0,title,0.8575535562862332,0.8769696243129582,0.9115713082997688,0.8398430060265921
PdfAct,96.tar_1407.7618.gz_progressbasisopt_final_black.pdf,0,title,0.8237150712044484,0.9023993351371844,0.8974014952562245,0.9639989807715781
PdfAct,84.tar_1407.1159.gz_draft_parity_17_black.pdf,0,title,0.9600857505091946,0.9650383718469332,0.805628155296839,0.9550671106299906
PdfAct,96.tar_1407.7997.gz_Manuscript_black.pdf,0,title,0.9318334409419676,0.9600779782039416,0.8918995192367227,0.8243534775423098
PdfAct,92.tar_1407.5655.gz_spie-astro-tel-instrum_2014_arasmus_black.pdf,0,title,0.9517716353042232,0.903467500947424,0.9889490255335568,0.9443590384504847
PdfAct,92.tar_1407.5524.gz_paper_black.pdf,0,title,0.9234542923252368,0.8234446207146351,0.9977633382828606,0.8531646202592194
PdfAct,93.tar_1407.6195.gz_o2on2rr_black.pdf,0,title,0.8793823116475034,0.9580621477183092,0.865107167514927,0.9692891865264825
PdfAct,88.tar_1407.3289.gz_generalization_black.pdf,0,title,0.831884955048061,0.8270519587801517,0.8065029337900592,0.893511621635145
PdfAct,86.tar_1407.2524.gz_tsp4_arxiv_black.pdf,0,title,0.9760221369903485,0.8472040731753356,0.9011201346379047,0.8671793022876116
PdfAct,85.tar_1407.1688.gz_MPhysReport_black.pdf,0,title,0.9252682734101684,0.857818302438871,0.989180328791786,0.9482946493418551
PdfAct,90.tar_1407.4512.gz_CallAuction_black.pdf,0,title,0.9638298398023438,0.8345340879942376,0.930610938171028,0.9748633739197043
PdfAct,84.tar_1407.1286.gz_lowflowassumptions_black.pdf,65,title,0.9693437754819758,0.9458203625845818,0.8837903751131803,0.9887256677210781
PdfAct,96.tar_1407.7937.gz_revPrefArxiv_black.pdf,0,title,0.9068312547334488,0.822629617614393,0.8824509021989576,0.8162965347243843
PdfAct,89.tar_1407.4229.gz_IntegralRevArxive201500924_black.pdf,0,title,0.9098517603177572,0.9807223810489196,0.8689292296611248,0.8387705534737252
PdfAct,87.tar_1407.2812.gz_Sparse-Signal-Detection-07-10-2014_black.pdf,0,title,0.9020387990825788,0.9799299393293008,0.8237107158614644,0.816042278030444
