Tool,ID,Page,Label,F1,SpatialDist,Precision,Recall
PdfAct,15.tar_1801.06252.gz_MainDocument_black.pdf,0,title,1.0,1.0,0.9323115446715468,0.9859299834001495
PdfAct,10.tar_1801.03989.gz_ms_black.pdf,0,title,1.0,0.9879518072289156,0.9392638297692537,0.997426511114549
PdfAct,14.tar_1801.05854.gz_main_black.pdf,2,title,0.9230769230769232,0.923076923076923,0.7933563567122078,0.8719041862606141
PdfAct,9.tar_1801.03461.gz_cyano_revised_black.pdf,0,title,1.0,1.0,0.7004089820854318,0.9271309176293269
PdfAct,19.tar_1801.07462.gz_draft-Karevski-2_black.pdf,8,title,1.0,1.0,0.9519008679039974,0.8408662847239763
PdfAct,5.tar_1801.01995.gz_QuantumSpinSuperfluidPRLarxivFinish_black.pdf,0,title,1.0,0.9720670391061452,0.9760421409522884,0.8397632942637573
PdfAct,14.tar_1801.05804.gz_shaw_stappers_weltevrede_black.pdf,0,title,1.0,1.0,0.8037110888475449,0.748107343095369
PdfAct,15.tar_1801.06253.gz_SGL-shadow_black.pdf,0,title,1.0,1.0,0.9271226874006506,0.8062855889040398
PdfAct,4.tar_1801.01669.gz_Incipient_Fault_Detection_and_Location_in_Distribution_Networks_black.pdf,0,title,0.8181818181818182,0.872093023255814,0.7049047245720874,0.8395119022031876
PdfAct,9.tar_1801.03659.gz_YFe2Al10_v5-1_black.pdf,0,title,0.6666666666666667,0.9532710280373832,0.8836958967274855,0.7816366891877846
PdfAct,6.tar_1801.02337.gz_FDR_black.pdf,0,title,0.0,0.9345794392523366,0.1663725237028564,0.3138708342409308
PdfAct,12.tar_1801.05000.gz_21.0_black.pdf,0,title,0.5333333333333333,0.6349206349206349,0.9874518974483852,0.7112375244554177
PdfAct,4.tar_1801.01503.gz_noslipla2_black.pdf,0,title,1.0,1.0,0.9486092728148653,0.7244052237957072
PdfAct,8.tar_1801.03009.gz_main_final_black.pdf,0,title,0.1904761904761905,0.8758169934640523,0.06606688842898453,0.11347075146098307
PdfAct,14.tar_1801.05469.gz_main_black.pdf,0,title,0.0,0.0,0.5420751731852597,0.40984291732591344
PdfAct,13.tar_1801.05334.gz_balanced_ce10_black.pdf,0,title,1.0,0.9450549450549453,0.7566088109482954,0.7987619516801859
PdfAct,12.tar_1801.05040.gz_article_jonas_black.pdf,0,title,1.0,1.0,0.9289694177974932,0.9425461561528647
PdfAct,15.tar_1801.06148.gz_Probability_characterization_final_black.pdf,0,title,1.0,1.0,0.9351557627845236,0.7038964355147704
PdfAct,10.tar_1801.04050.gz_comm_ci_jmlr_prefinal_black.pdf,0,title,1.0,0.96,0.7578556004327247,0.8119070409962946
PdfAct,19.tar_1801.07749.gz_papier_black.pdf,0,title,1.0,1.0,0.9438961106677035,0.9986290836452372
PdfAct,16.tar_1801.06368.gz_main_black.pdf,8,title,0.9411764705882352,0.9577464788732394,0.7233413059422364,0.7606662651739132
PdfAct,19.tar_1801.07462.gz_draft-Karevski-2_black.pdf,6,title,1.0,1.0,0.8009321773366215,0.7538718674856603
PdfAct,8.tar_1801.03318.gz_paper_gan_black.pdf,0,title,1.0,1.0,0.7141688174695217,0.9267731847617012
PdfAct,8.tar_1801.03279.gz_Diffusion_edit_black.pdf,0,title,1.0,0.9612403100775194,0.7446544713788434,0.7115128856081692
PdfAct,9.tar_1801.03655.gz_continuity_black.pdf,0,title,0.7692307692307693,0.7964601769911505,0.8971991171460665,0.9316027422736431
PdfAct,19.tar_1801.07462.gz_draft-Karevski-2_black.pdf,12,title,1.0,1.0,0.9240741735808926,0.776865633026115
PdfAct,1.tar_1801.00434.gz_bjpc-weibull-class_black.pdf,0,title,1.0,1.0,0.935164261361495,0.8263431086564919
PdfAct,6.tar_1801.02368.gz_paper_ass_black.pdf,0,title,1.0,1.0,0.868810773246023,0.8864146731892713
PdfAct,5.tar_1801.02162.gz_wcloud_black.pdf,10,title,1.0,0.98989898989899,0.9610042298091377,0.9906190601735156
PdfAct,14.tar_1801.05653.gz_NonLocalFisherKPP_HAL_v1_black.pdf,0,title,0.0,0.0,0.361428276005015,0.40929628644078125
PdfAct,12.tar_1801.04876.gz_paper-morse_black.pdf,2,title,1.0,1.0,0.7272134459784104,0.7946626022103075
PdfAct,8.tar_1801.03289.gz_SW-6_black.pdf,7,title,1.0,1.0,0.9747453458759615,0.7556059584316652
PdfAct,12.tar_1801.04916.gz_ms_black.pdf,0,title,1.0,0.9473684210526316,0.741531782304425,0.8804543004930877
PdfAct,9.tar_1801.03458.gz_egpaper_for_review_black.pdf,0,title,0.0,0.7619047619047619,0.523820334441337,0.2337791993867664
PdfAct,15.tar_1801.06246.gz_kicksvf_black.pdf,0,title,1.0,1.0,0.7409943966493578,0.8534192590207816
PdfAct,13.tar_1801.05248.gz_manuscript_black.pdf,0,title,0.0,0.0202020202020202,0.05833108607598731,0.4860184667187213
PdfAct,6.tar_1801.02238.gz_brown_njp_black.pdf,0,title,1.0,1.0,0.7629506555788348,0.9479690427157792
PdfAct,4.tar_1801.01500.gz_Hacar_ISF_ALMA_black.pdf,12,title,0.0,0.6538461538461539,0.20450936442623782,0.06881631026798649
PdfAct,6.tar_1801.02369.gz_elbezout_black.pdf,42,title,0.8333333333333334,0.9532710280373832,0.7223388062068596,0.8193497262382141
PdfAct,18.tar_1801.07201.gz_manuscrito_CSDFT_December_2017_2_black.pdf,0,title,1.0,0.9949238578680204,0.7126593088140903,0.9178765970482262
PdfAct,8.tar_1801.03356.gz_alphaproc_black.pdf,6,title,1.0,0.9586776859504132,0.7460373835551778,0.8689902749733958
PdfAct,9.tar_1801.03711.gz_ICPPA_Andronov_black.pdf,0,title,0.0,0.0,0.04093334266664683,0.3069859615152592
PdfAct,10.tar_1801.04087.gz_Intro_Chapter_black.pdf,4,title,1.0,1.0,0.8855410912363182,0.7602130772397885
PdfAct,7.tar_1801.02664.gz_divpoly_pit_black.pdf,0,title,1.0,1.0,0.7961074575324509,0.8411330793445855
