Tool,ID,Page,Label,SpatialDist
PdfAct,57.tar_1703.06697.gz_EUSIPCO2017_black.pdf,2,footer,"(0.45, 0.45, 0.45, 0.6174496644295302)"
PdfAct,57.tar_1703.06715.gz_power_law_black.pdf,1,footer,"(0.3368421052631579, 0.2857142857142857, 0.41025641025641024, 0.39408866995073893)"
PdfAct,43.tar_1703.00667.gz_elsarticle-template_black.pdf,5,footer,"(0, 0, 0, 0.0)"
PdfAct,60.tar_1703.07905.gz_Simple-groups-2017-03-22_black.pdf,0,footer,"(0, 0, 0, 0.007518796992481214)"
PdfAct,56.tar_1703.06208.gz_ronaldo_lobato_black.pdf,1,footer,"(0.6666666666666666, 0.5, 1.0, 0.9821428571428571)"
PdfAct,48.tar_1703.02946.gz_aipsamp_black.pdf,0,footer,"(0, 0, 0, 0.1774193548387096)"
PdfAct,67.tar_1703.10925.gz_AhSM_black.pdf,4,footer,"(0.923076923076923, 0.8571428571428571, 1.0, 0.904109589041096)"
PdfAct,52.tar_1703.04589.gz_Draftv13_black.pdf,13,footer,"(0, 0, 0, 0.041095890410958874)"
PdfAct,60.tar_1703.07940.gz_Unsupervised_BF_Adaptation__EB_CR__Machine_Learning_article_v1.7_black.pdf,17,footer,"(0, 0, 0, 0.0036166365280288913)"
PdfAct,42.tar_1703.00214.gz_Proceedings_Morioka_Polarimetry_black.pdf,0,footer,"(1.0, 1.0, 1.0, 1.0)"
PdfAct,63.tar_1703.09164.gz_clean_article_black.pdf,3,footer,"(0, 0, 0, 0.047457627118644014)"
PdfAct,65.tar_1703.09991.gz_Bonolis_EPJH_black.pdf,19,footer,"(0.22627737226277372, 0.22627737226277372, 0.22627737226277372, 0.3274087932647333)"
PdfAct,46.tar_1703.02105.gz_network_naive_sequential_20171214b_black.pdf,19,footer,"(0, 0, 0, 0.0)"
PdfAct,61.tar_1703.08598.gz_Bisbas_black.pdf,16,footer,"(0, 0, 0, 0.10762331838565017)"
PdfAct,61.tar_1703.08499.gz_Magnetic_moments_of_octet_baryons_with_deformed_SUq_3__flavor_symmetry_black.pdf,5,footer,"(0, 0, 0, 0.0)"
PdfAct,42.tar_1703.00289.gz_moot_final_November_2017_arXiv_black.pdf,2,footer,"(0, 0, 0, 0.0)"
PdfAct,62.tar_1703.08906.gz_draftv5_no_highlight_black.pdf,0,footer,"(0.9130434782608695, 0.9130434782608695, 0.9130434782608695, 0.9648562300319489)"
