Tool,ID,Page,Label,SpatialDist
PdfAct,161.tar_1510.02896.gz_april7__1__black.pdf,5,footer,"(1.0, 1.0, 1.0, 1.0)"
PdfAct,163.tar_1510.04082.gz_Hyperclass_Forcing_MK_black.pdf,3,footer,"(0.9344262295081968, 0.9344262295081968, 0.9344262295081968, 0.967741935483871)"
PdfAct,166.tar_1510.05593.gz_arXiv_black.pdf,1,footer,"(0.9767441860465116, 0.9692307692307692, 0.984375, 0.9822485207100591)"
PdfAct,167.tar_1510.06279.gz_scalar_revised_black.pdf,16,footer,"(0, 0, 0, 0.0)"
PdfAct,162.tar_1510.03269.gz_NovitskyChirp_black.pdf,0,footer,"(0, 0, 0, 0.1293103448275862)"
PdfAct,168.tar_1510.06533.gz_Sidorenko_101815_black.pdf,0,footer,"(0, 0, 0, 0.002249718785151913)"
PdfAct,157.tar_1510.00726.gz_root_black.pdf,16,footer,"(0, 0, 0, 0.0)"
PdfAct,168.tar_1510.06706.gz_znn_arxiv_black.pdf,3,footer,"(0.2, 0.125, 0.5, 0.24581005586592183)"
PdfAct,156.tar_1510.00108.gz_GBBImassive_black.pdf,0,footer,"(0.761904761904762, 0.6666666666666666, 0.8888888888888888, 0.8368200836820084)"
PdfAct,160.tar_1510.02331.gz_superspheres_black.pdf,19,footer,"(0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.9895470383275261)"
PdfAct,174.tar_1510.09174.gz_Block_graphs_v2_black.pdf,0,footer,"(0, 0, 0, 0.008196721311475414)"
PdfAct,162.tar_1510.03399.gz_TwoItems_black.pdf,4,footer,"(0, 0, 0, 0.15384615384615385)"
PdfAct,171.tar_1510.07790.gz_NRHC_for_multi-agent_consensus_problems_black.pdf,0,footer,"(0, 0, 0, 0.19444444444444442)"
PdfAct,173.tar_1510.08924.gz_zasov_etal_astroph_black.pdf,4,footer,"(0, 0, 0, 0.20652173913043484)"
PdfAct,171.tar_1510.07646.gz_neutrino_resub_black.pdf,5,footer,"(0.41706161137440756, 0.37606837606837606, 0.46808510638297873, 0.4147682639434407)"
PdfAct,168.tar_1510.06710.gz_IvanovDYuV1_black.pdf,0,footer,"(0, 0, 0, 0.07024793388429756)"
PdfAct,167.tar_1510.05970.gz_paper_black.pdf,11,footer,"(0, 0, 0, 0.019417475728155296)"
PdfAct,168.tar_1510.06858.gz_slih_inflation-EPJC3_black.pdf,1,footer,"(0, 0, 0, 0.05946791862284826)"
PdfAct,169.tar_1510.07257.gz_1dHistones.4.Final.ArXiv_black.pdf,0,footer,"(0, 0, 0, 0.04975124378109456)"
PdfAct,159.tar_1510.02170.gz_CCD_GEM_discrimination_NPhan_submission_v2_black.pdf,15,footer,"(0, 0, 0, 0.0)"
PdfAct,157.tar_1510.00971.gz_Kuchment_periodic_arXiv_black.pdf,45,footer,"(0.22727272727272727, 0.15873015873015872, 0.4, 0.3524904214559388)"
PdfAct,172.tar_1510.08183.gz_MainPdf_black.pdf,0,footer,"(0.2553191489361702, 0.2553191489361702, 0.2553191489361702, 0.3322683706070288)"
PdfAct,162.tar_1510.03808.gz_finited_revised_black.pdf,6,footer,"(0.9836065573770492, 0.967741935483871, 1.0, 0.9768518518518519)"
PdfAct,157.tar_1510.00971.gz_Kuchment_periodic_arXiv_black.pdf,39,footer,"(0.038461538461538464, 0.020833333333333332, 0.25, 0.16560509554140126)"
PdfAct,157.tar_1510.01119.gz_BC2-def_black.pdf,1,footer,"(0, 0, 0, 0.0)"
PdfAct,163.tar_1510.03926.gz_On_the_Efficient_Market_Hypothesis_of_Stock_Market_Indexes_black.pdf,40,footer,"(0, 0, 0, 0.00952380952380949)"
PdfAct,162.tar_1510.03687.gz_Lip_CoV_black.pdf,0,footer,"(0, 0, 0, 0.010810810810810806)"
PdfAct,169.tar_1510.07091.gz_optimality-models-10_black.pdf,1,footer,"(0, 0, 0, 0.008333333333333286)"
PdfAct,162.tar_1510.03353.gz_paper_2C_black.pdf,2,footer,"(0, 0, 0, 0.25490196078431365)"
PdfAct,171.tar_1510.07702.gz_lf_cmass_sdss_black.pdf,0,footer,"(0.5, 0.3333333333333333, 1.0, 0.7792207792207791)"
PdfAct,171.tar_1510.07959.gz_paper_black.pdf,5,footer,"(0, 0, 0, 0.06779661016949148)"
PdfAct,162.tar_1510.03734.gz_paper_black.pdf,13,footer,"(0, 0, 0, 0.0)"
PdfAct,172.tar_1510.07981.gz_WF_Mapping_AlDelta_v7_black.pdf,0,footer,"(0.6666666666666666, 0.5, 1.0, 0.9090909090909091)"
PdfAct,159.tar_1510.02092.gz_GalacticRadio-submit_black.pdf,3,footer,"(0.9166666666666666, 0.8461538461538461, 1.0, 0.907563025210084)"
PdfAct,161.tar_1510.03152.gz_treetope_black.pdf,0,footer,"(0.9722222222222222, 0.9722222222222222, 0.9722222222222222, 0.9821782178217822)"
PdfAct,167.tar_1510.06223.gz_preprint_black.pdf,4,footer,"(0, 0, 0, 0.09770114942528735)"
PdfAct,172.tar_1510.08442.gz_even25p_arxiv_v2_black.pdf,49,footer,"(0, 0, 0, 0.018264840182648356)"
PdfAct,156.tar_1510.00096.gz_hammer_MS_includes_Editor_corrections_black.pdf,6,footer,"(0, 0, 0, 0.053278688524590195)"
PdfAct,160.tar_1510.02256.gz_EnergyTransfer_PMdR_NJP_September2015_black.pdf,0,footer,"(0, 0, 0, 0.06593406593406598)"
PdfAct,170.tar_1510.07331.gz_amplitudeNoiseResubmission_black.pdf,12,footer,"(0, 0, 0, 0.2866449511400651)"
PdfAct,160.tar_1510.02716.gz_gluingpaper_lms_revised_black.pdf,0,footer,"(0, 0, 0, 0.011494252873563227)"
PdfAct,162.tar_1510.03419.gz_main_black.pdf,10,footer,"(0, 0, 0, 0.0073529411764705795)"
PdfAct,162.tar_1510.03734.gz_paper_black.pdf,7,footer,"(0, 0, 0, 0.0)"
PdfAct,159.tar_1510.02091.gz_topical_review_black.pdf,18,footer,"(0, 0, 0, 0.0)"
PdfAct,160.tar_1510.02404.gz_BaryoMihff_black.pdf,2,footer,"(0.9914529914529915, 0.9830508474576272, 1.0, 0.9969325153374232)"
PdfAct,156.tar_1510.00043.gz_parabolic-renorm-deg-3_black.pdf,3,footer,"(0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.34090909090909094)"
PdfAct,156.tar_1510.00089.gz_SmallLFandExotic2_black.pdf,11,footer,"(0, 0, 0, 0.1769911504424779)"
PdfAct,174.tar_1510.09125.gz_BJT-Praga-2015_black.pdf,5,footer,"(0.4166666666666667, 0.4166666666666667, 0.4166666666666667, 0.805111821086262)"
PdfAct,157.tar_1510.00833.gz_randomwalks-preprint_black.pdf,3,footer,"(0, 0, 0, 0.0)"
PdfAct,173.tar_1510.08473.gz_tendency-article_black.pdf,0,footer,"(0, 0, 0, 0.008032128514056183)"
PdfAct,158.tar_1510.01606.gz_R-euler-mhd-compressible_black.pdf,40,footer,"(0, 0, 0, 0.017094017094017033)"
PdfAct,161.tar_1510.02895.gz_mgaafar_full_duplex_PIMRC_July9_2015-Camera_ready_black.pdf,0,footer,"(0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.3130990415335464)"
PdfAct,168.tar_1510.06627.gz_2TC__black.pdf,2,footer,"(0, 0, 0, 0.0)"
PdfAct,157.tar_1510.00540.gz_Note_HAL_black.pdf,7,footer,"(0, 0, 0, 0.023255813953488344)"
PdfAct,159.tar_1510.02170.gz_CCD_GEM_discrimination_NPhan_submission_v2_black.pdf,4,footer,"(0, 0, 0, 0.0)"
PdfAct,163.tar_1510.04049.gz_cscw2016-arxiv_black.pdf,5,footer,"(0.2894736842105263, 0.2894736842105263, 0.2894736842105263, 0.39034205231388325)"
PdfAct,173.tar_1510.08450.gz_paper2_draft3_black.pdf,0,footer,"(0.5, 0.3333333333333333, 1.0, 0.7529411764705882)"
PdfAct,157.tar_1510.00833.gz_randomwalks-preprint_black.pdf,10,footer,"(0, 0, 0, 0.012084592145015165)"
PdfAct,163.tar_1510.03920.gz_Dual_Risk_Model_black.pdf,2,footer,"(0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.33333333333333326)"
PdfAct,171.tar_1510.07654.gz_PRD_black.pdf,1,footer,"(0.25, 0.17, 0.4722222222222222, 0.3378212974296206)"
PdfAct,171.tar_1510.07605.gz_etaetapfinal_black.pdf,1,footer,"(0, 0, 0, 0.041214750542299325)"
PdfAct,161.tar_1510.02833.gz_Revision-Expanded_black.pdf,1,footer,"(0, 0, 0, 0.109375)"
PdfAct,160.tar_1510.02341.gz_V2653Oph_black.pdf,3,footer,"(0, 0, 0, 0.0)"
PdfAct,172.tar_1510.08442.gz_even25p_arxiv_v2_black.pdf,2,footer,"(0, 0, 0, 0.03327171903881705)"
PdfAct,168.tar_1510.06834.gz_Riemann_localisation_2016_07_13_black.pdf,0,footer,"(0, 0, 0, 0.0)"
PdfAct,156.tar_1510.00246.gz_nMSSM_chv13_black.pdf,6,footer,"(0, 0, 0, 0.038461538461538394)"
PdfAct,173.tar_1510.08852.gz_clusterBAO_black.pdf,2,footer,"(0, 0, 0, 0.06206896551724142)"
