Tool,ID,Page,Label,SpatialDist
PdfAct,3.tar_1701.01116.gz_Love_published_black.pdf,5,footer,"(0.2352941176470588, 0.1702127659574468, 0.38095238095238093, 0.3495702005730659)"
PdfAct,7.tar_1701.02750.gz_ms_black.pdf,2,footer,"(0, 0, 0, 0.07650273224043716)"
PdfAct,9.tar_1701.03557.gz_fvh2016_black.pdf,2,footer,"(0.3783783783783784, 0.30434782608695654, 0.5, 0.47668393782383417)"
PdfAct,7.tar_1701.03041.gz_grasping_learning_black.pdf,2,footer,"(0.20779220779220778, 0.13114754098360656, 0.5, 0.26526315789473687)"
PdfAct,5.tar_1701.01912.gz_ms_black.pdf,2,footer,"(0.21212121212121215, 0.21212121212121213, 0.21212121212121213, 0.36333878887070375)"
PdfAct,20.tar_1701.08967.gz_thesis_black.pdf,45,footer,"(0, 0, 0, 0.009302325581395366)"
PdfAct,20.tar_1701.08864.gz_main_black.pdf,0,footer,"(0, 0, 0, 0.08532778355879288)"
PdfAct,5.tar_1701.02153.gz_Sixfold_AMR_in_LAO-STO__111__black.pdf,0,footer,"(0, 0, 0, 0.07321772639691716)"
PdfAct,20.tar_1701.09080.gz_flows-paper-v2_black.pdf,0,footer,"(0, 0, 0, 0.013245033112582832)"
PdfAct,20.tar_1701.08781.gz_corrAnal_paper_black.pdf,0,footer,"(0.5454545454545454, 0.375, 1.0, 0.7472527472527473)"
PdfAct,2.tar_1701.00700.gz_archive_black.pdf,6,footer,"(0, 0, 0, 0.0)"
PdfAct,19.tar_1701.08550.gz_Ceres_photometry_black.pdf,16,footer,"(0, 0, 0, 0.01785714285714292)"
PdfAct,19.tar_1701.08510.gz_ms_black.pdf,10,footer,"(0.3333333333333333, 0.3103448275862069, 0.36, 0.3696369636963696)"
PdfAct,7.tar_1701.02746.gz_Gamma-Ray-MWDisk_black.pdf,6,footer,"(0, 0, 0, 0.0)"
PdfAct,1.tar_1701.00431.gz_PRD_improved_black.pdf,15,footer,"(0, 0, 0, 0.11764705882352942)"
PdfAct,2.tar_1701.00912.gz_articulo_black.pdf,7,footer,"(0, 0, 0, 0.041811846689895446)"
PdfAct,8.tar_1701.03389.gz_epi_vandewalle_black.pdf,8,footer,"(0.057971014492753624, 0.057971014492753624, 0.057971014492753624, 0.28008752735229764)"
PdfAct,3.tar_1701.01116.gz_Love_published_black.pdf,2,footer,"(0.08737864077669903, 0.08737864077669903, 0.08737864077669903, 0.23249669749009244)"
PdfAct,9.tar_1701.03940.gz_figmn_2_black.pdf,8,footer,"(0.6666666666666666, 0.5, 1.0, 0.9743589743589743)"
PdfAct,20.tar_1701.08885.gz_ms_black.pdf,1,footer,"(0, 0, 0, 0.05223880597014926)"
PdfAct,20.tar_1701.08781.gz_corrAnal_paper_black.pdf,9,footer,"(0, 0, 0, 0.0)"
PdfAct,5.tar_1701.01958.gz_admission_control_final_single_black.pdf,0,footer,"(0.005208333333333333, 0.005208333333333333, 0.005208333333333333, 0.02708803611738148)"
