Tool,ID,Page,Label,F1,SpatialDist,Precision,Recall
PdfAct,68.tar_1406.0342.gz_gnrpaper_arxiv_black.pdf,0,title,1.0,0.9367088607594936,0.9841736149106635,0.8658585649606142
PdfAct,73.tar_1406.3124.gz_limits_black.pdf,0,title,1.0,0.9753086419753086,0.9885770675563423,0.8550775624806404
PdfAct,79.tar_1406.6996.gz_curvature_quintessence_revised_black.pdf,0,title,1.0,0.9438202247191012,0.9303823196296725,0.9175259345956632
PdfAct,74.tar_1406.3719.gz_text_black.pdf,10,title,1.0,1.0,0.9606658893540825,0.8590117306374712
PdfAct,76.tar_1406.5046.gz_MaxEntQFT_black.pdf,18,title,1.0,1.0,0.7899206395303926,0.9451885598300179
PdfAct,78.tar_1406.5890.gz_neu_icecube_rev_black.pdf,0,title,0.0,0.0,0.29036595947876764,0.34928410750648503
PdfAct,74.tar_1406.3826.gz_polarizability_black.pdf,0,title,1.0,1.0,0.878794350541362,0.7048399799776285
PdfAct,76.tar_1406.5114.gz_Dirac_oscillator_3D_black.pdf,0,title,1.0,1.0,0.7241338294143254,0.9922971280725266
PdfAct,77.tar_1406.5309.gz_arXiv2014_ryoo_black.pdf,0,title,1.0,1.0,0.7192272122834124,0.92997009594522
PdfAct,73.tar_1406.3612.gz_dumitrescu_labart_black.pdf,0,title,1.0,0.9685534591194968,0.994566234324749,0.7452941469365105
PdfAct,73.tar_1406.3379.gz_characteristics07_02_black.pdf,0,title,1.0,1.0,0.7171462645002705,0.7863301725307417
PdfAct,70.tar_1406.1680.gz_manuscript_black.pdf,0,title,1.0,0.8979591836734694,0.8932532213131545,0.9592812147080865
PdfAct,72.tar_1406.2884.gz_MRinH_black.pdf,0,title,1.0,1.0,0.9191157391147702,0.9575116781221229
PdfAct,77.tar_1406.5420.gz_CosmologicalGKFF6_black.pdf,0,title,1.0,1.0,0.9003731340198327,0.814998520419838
PdfAct,81.tar_1406.7753.gz_interfere3_black.pdf,8,title,1.0,0.990990990990991,0.819496211476994,0.9711331079380991
PdfAct,74.tar_1406.3702.gz_ConservMP_black.pdf,0,title,1.0,0.9797979797979798,0.813103493490188,0.9272386348383183
PdfAct,70.tar_1406.1368.gz_main_black.pdf,0,title,1.0,0.9902912621359224,0.7276044352249225,0.9511975661634828
PdfAct,70.tar_1406.1550.gz_paper_black.pdf,0,title,1.0,1.0,0.9515107921275285,0.9546429221983725
PdfAct,73.tar_1406.3322.gz_paper_black.pdf,0,title,0.0,0.9640287769784172,0.4264029402292702,0.09352979100307458
PdfAct,78.tar_1406.6243.gz_Reheating3_black.pdf,0,title,0.0,0.8292682926829268,0.43101058780075974,0.27001085870494285
PdfAct,81.tar_1406.7753.gz_interfere3_black.pdf,6,title,1.0,0.990990990990991,0.7646333644904535,0.7797884633609579
PdfAct,78.tar_1406.6232.gz_generalclockeffect_black.pdf,0,title,0.75,0.9382716049382716,0.7191064297115622,0.7786553792474975
PdfAct,71.tar_1406.1874.gz_InisotropicInflationv10_black.pdf,0,title,1.0,0.9494949494949496,0.8237911500301898,0.9210053156485527
PdfAct,74.tar_1406.3780.gz_ThreePitfalls_20140613_black.pdf,0,title,1.0,1.0,0.7367193576700739,0.9234955286316932
PdfAct,69.tar_1406.0633.gz_ghostunder_black.pdf,0,title,1.0,0.15625,0.5416400299052502,0.4175955952853996
PdfAct,73.tar_1406.3128.gz_main_black.pdf,0,title,1.0,1.0,0.977763254539978,0.7422665953313297
PdfAct,70.tar_1406.1333.gz_zoom_in_final_black.pdf,0,title,1.0,1.0,0.7033245980754048,0.8205516454371707
PdfAct,74.tar_1406.3985.gz_LiNiCoMnO2_muSR2014_black.pdf,0,title,0.5925925925925926,0.8433734939759036,0.8458452682992621,0.9050484414242802
PdfAct,71.tar_1406.1982.gz_KesBar1_black.pdf,0,title,1.0,0.967741935483871,0.9658452927956609,0.7329544999382831
PdfAct,78.tar_1406.6191.gz_arxiv_black.pdf,0,title,1.0,1.0,0.9922109048782793,0.9628287025036315
PdfAct,76.tar_1406.4739.gz_Fermionslast11_black.pdf,0,title,1.0,1.0,0.7928247725097515,0.7878261445525251
PdfAct,72.tar_1406.2669.gz_CohQuenchFermionsArxivFinalBib-SW_black.pdf,0,title,1.0,1.0,0.8936980346601203,0.7732108526894556
PdfAct,71.tar_1406.2267.gz_SPIE2014_Newburgh_black.pdf,0,title,1.0,1.0,0.8523673798712715,0.9464231969494493
PdfAct,77.tar_1406.5508.gz_sandin_black.pdf,14,title,0.8333333333333334,0.878048780487805,0.9295552184528072,0.8425046764579784
PdfAct,81.tar_1406.7716.gz_sketch_black.pdf,26,title,0.8000000000000002,0.9117647058823528,0.9820586588451098,0.7946050375566455
PdfAct,76.tar_1406.5104.gz_Draft-Arxiv2_black.pdf,0,title,1.0,1.0,0.803088524270778,0.7224072258296516
PdfAct,74.tar_1406.4017.gz_StokesRobin-v10_black.pdf,0,title,1.0,1.0,0.7150785406966648,0.9102430244077457
PdfAct,76.tar_1406.4918.gz_ms_black.pdf,0,title,0.8421052631578948,0.9690721649484536,0.9079444356513665,0.7026108775166624
PdfAct,68.tar_1406.0153.gz_p1_arXiv_PDFLaTeX_black.pdf,0,title,1.0,0.990909090909091,0.7726981358110648,0.7385479290425937
PdfAct,75.tar_1406.4579.gz_paper_black.pdf,0,title,0.0,0.0,0.4165658832219038,0.034353100244522115
PdfAct,78.tar_1406.5949.gz_Paper_black.pdf,0,title,0.9523809523809524,0.9608938547486032,0.9650292336676809,0.8538933226732518
PdfAct,73.tar_1406.3597.gz_conference_paper_black.pdf,0,title,0.6451612903225806,0.9221556886227544,0.9325869867884593,0.9276213626485429
PdfAct,76.tar_1406.5231.gz_basispaper_black.pdf,0,title,0.7058823529411764,0.6829268292682927,0.9774209310576858,0.798093843991206
PdfAct,75.tar_1406.4239.gz_ms_black.pdf,0,title,0.9333333333333332,0.955223880597015,0.9810864310350005,0.7922675712556738
PdfAct,68.tar_1406.0436.gz_NMRpaper-Christie_resubmitted_to_PRB_black.pdf,0,title,1.0,1.0,0.7777319302734629,0.9213096085839283
PdfAct,71.tar_1406.2342.gz_2DHe4_black.pdf,0,title,0.4615384615384615,0.4761904761904762,0.3727704038651993,0.3461368448076104
PdfAct,77.tar_1406.5670.gz_cvpr_v018_black.pdf,0,title,1.0,1.0,0.9445258433461992,0.7039018739382349
PdfAct,76.tar_1406.5046.gz_MaxEntQFT_black.pdf,1,title,1.0,1.0,0.7416435523058624,0.9237205499960623
PdfAct,74.tar_1406.3719.gz_text_black.pdf,1,title,1.0,1.0,0.859952700963852,0.920964063730282
PdfAct,78.tar_1406.6304.gz_flow_alloc_journal_cam_ready_black.pdf,0,title,0.5,0.4941176470588235,0.14960531983271985,0.33933836840308407
PdfAct,70.tar_1406.1354.gz_entropyComplexity_2DFM_V3_black.pdf,0,title,1.0,1.0,0.782516959876204,0.9458307182593964
PdfAct,73.tar_1406.3193.gz_manuscript_black.pdf,0,title,0.761904761904762,0.7951807228915664,0.854336024433545,0.7899051230408232
PdfAct,71.tar_1406.2335.gz_PM+Gravity_0920_black.pdf,0,title,1.0,1.0,0.7744721883232286,0.8825013358283532
PdfAct,79.tar_1406.6577.gz_sqrtN_black.pdf,0,title,0.875,0.912280701754386,0.8443561034084162,0.8727010660103155
PdfAct,70.tar_1406.1362.gz_voiceovercpniscis_black.pdf,4,title,0.8750000000000001,0.8571428571428571,0.811925682754738,0.7080274187058834
PdfAct,79.tar_1406.6761.gz_phaseLiftOff_arXiv_black.pdf,0,title,1.0,0.9541284403669724,0.7200228104426815,0.9356238715003508
PdfAct,69.tar_1406.0866.gz_KimTongThomas2013TSP_black.pdf,0,title,0.7368421052631579,0.7008547008547009,0.9518876713519153,0.7195436075347299
PdfAct,71.tar_1406.1922.gz_arxiv_black.pdf,0,title,0.0,0.4296296296296296,0.5215504093476637,0.05524382345827456
PdfAct,80.tar_1406.7049.gz_ScalableNDNv2_black.pdf,0,title,0.8571428571428571,0.8620689655172414,0.773126580158255,0.8433489662112363
PdfAct,71.tar_1406.1907.gz_ita_spie2014arxiv_v1b_black.pdf,0,title,1.0,1.0,0.7424506642760849,0.9701845618763592
PdfAct,68.tar_1406.0408.gz_submission2_black.pdf,28,title,1.0,0.1904761904761905,0.1358706093938211,0.03466804751652042
PdfAct,76.tar_1406.5116.gz_s2_21_black.pdf,0,title,1.0,1.0,0.8810602937120192,0.9771461615638093
PdfAct,69.tar_1406.1022.gz_repeats-rna-seq_black.pdf,0,title,1.0,1.0,0.7448684993612336,0.775422413583998
PdfAct,81.tar_1406.7692.gz_DrumProfils2_black.pdf,0,title,1.0,1.0,0.711250350249861,0.9946315459358582
PdfAct,71.tar_1406.2036.gz_RoserValentini-YorkTimeCosm-v2_black.pdf,0,title,1.0,1.0,0.7279439930516011,0.9078544574957397
PdfAct,72.tar_1406.2762.gz_ms1790_black.pdf,0,title,1.0,1.0,0.8391465526854,0.9506028043416888
PdfAct,78.tar_1406.6301.gz_Theory_ABS_spectro_black.pdf,0,title,1.0,1.0,0.8208809916688027,0.984602564330858
PdfAct,77.tar_1406.5673.gz_NR-from-LQCD-Draft-v.14_black.pdf,0,title,1.0,1.0,0.9834929084674464,0.9512152499225368
PdfAct,70.tar_1406.1724.gz_RABarxv_black.pdf,0,title,0.625,0.628099173553719,0.7590288453990687,0.8180024687610361
PdfAct,69.tar_1406.0841.gz_bhdereview-3_black.pdf,0,title,1.0,1.0,0.8572410426044,0.7327355255578027
PdfAct,78.tar_1406.6038.gz_ExactFit_black.pdf,10,title,0.8571428571428571,0.880952380952381,0.7859914073517398,0.9467844416130289
PdfAct,70.tar_1406.1693.gz_IntroNAHT_black.pdf,6,title,1.0,1.0,0.8389583393777724,0.7268088760394972
PdfAct,70.tar_1406.1474.gz_CAST_FOR_CDC_black.pdf,0,title,1.0,1.0,0.9549594027995019,0.8763484314677594
PdfAct,75.tar_1406.4444.gz_TPAMI_reid_arxiv_black.pdf,0,title,1.0,0.9549549549549547,0.979161358954826,0.797017282835215
PdfAct,78.tar_1406.6227.gz_test_functional_arxiv_black.pdf,0,title,1.0,0.9664429530201342,0.8589200488817308,0.9421776968762487
PdfAct,76.tar_1406.4852.gz_outerbound-0618_black.pdf,0,title,1.0,1.0,0.96910683543236,0.7540933429838734
PdfAct,79.tar_1406.6968.gz_MasterSlaveLocking-ArXiv_black.pdf,0,title,0.0,0.0,0.34178403450283745,0.5555463654757768
PdfAct,74.tar_1406.4154.gz_criss_crossed_stripes_prb_v2_black.pdf,0,title,1.0,1.0,0.7982172594092632,0.9210802759100243
PdfAct,71.tar_1406.1954.gz_draft_black.pdf,0,title,1.0,1.0,0.85123321519576,0.8158685299009507
PdfAct,78.tar_1406.6053.gz_letter_PRL_arxiv_black.pdf,0,title,1.0,1.0,0.9473646556217256,0.7401315489066759
PdfAct,78.tar_1406.5921.gz_higgsinfR1_black.pdf,0,title,1.0,0.9152542372881356,0.9810788253701065,0.7878719301352293
PdfAct,79.tar_1406.6911.gz_caloron_prd_black.pdf,0,title,1.0,1.0,0.8842286193146234,0.9565401637962319
PdfAct,70.tar_1406.1799.gz_paperR1_black.pdf,0,title,1.0,0.9777777777777776,0.8415192259793881,0.9603792543130301
PdfAct,73.tar_1406.3616.gz_apstemplate-arxiv-2nd_black.pdf,0,title,1.0,0.9484536082474228,0.9614354745511444,0.7766227190262003
PdfAct,73.tar_1406.3650.gz_MandtBlei2014_black.pdf,0,title,1.0,1.0,0.925339845376109,0.7677557876531655
PdfAct,75.tar_1406.4399.gz_final_submission_black.pdf,0,title,1.0,1.0,0.9231914241455594,0.856135036621926
PdfAct,68.tar_1406.0408.gz_submission2_black.pdf,14,title,1.0,0.1904761904761905,0.5954017541829042,0.3297659407233173
PdfAct,74.tar_1406.3767.gz_Cylinder-Arxive-93-5-21_black.pdf,0,title,1.0,0.9612403100775194,0.7093901969090397,0.8530640754643745
PdfAct,72.tar_1406.2639.gz_HRRoth2014_lymphnode_cnn_black.pdf,0,title,1.0,1.0,0.771976245539586,0.8315987821221321
PdfAct,74.tar_1406.3782.gz_revised_black.pdf,7,title,1.0,1.0,0.9112357552558121,0.8516726219270426
PdfAct,79.tar_1406.6568.gz_predicting_mmse_black.pdf,0,title,1.0,0.9743589743589745,0.8620309085833409,0.9852305739566036
PdfAct,72.tar_1406.2691.gz_paper_black.pdf,20,title,0.6666666666666666,0.9852941176470588,0.945178762312544,0.8770217886358344
PdfAct,71.tar_1406.1898.gz_KineticHJ_black.pdf,0,title,1.0,1.0,0.7985055200350615,0.7141269233969215
PdfAct,70.tar_1406.1693.gz_IntroNAHT_black.pdf,12,title,1.0,1.0,0.9248848099814946,0.8426789207356714
PdfAct,80.tar_1406.7514.gz_finderR1_black.pdf,0,title,1.0,0.9777777777777776,0.8033388427059099,0.8708522131211436
PdfAct,71.tar_1406.1853.gz_EluderL2_black.pdf,0,title,1.0,1.0,0.7390676238134605,0.934216194309144
PdfAct,78.tar_1406.6146.gz_20140709_black.pdf,0,title,1.0,0.9827586206896552,0.7691366536820001,0.7050188280441039
PdfAct,69.tar_1406.0827.gz_tree_black.pdf,0,title,0.8888888888888888,0.957983193277311,0.7369068664918178,0.9188104560961542
PdfAct,73.tar_1406.3101.gz_Ca2FeOsO6_black.pdf,0,title,0.0,0.0,0.12430521631715771,0.1305043383499349
PdfAct,76.tar_1406.5046.gz_MaxEntQFT_black.pdf,7,title,1.0,1.0,0.8777329950336584,0.7179721139510838
PdfAct,68.tar_1406.0026.gz_mmsurvey_-_revised_black.pdf,0,title,0.7692307692307692,0.957983193277311,0.7248485461439127,0.7028374206651976
PdfAct,77.tar_1406.5440.gz_crypto-regulation_black.pdf,0,title,1.0,1.0,0.9485204779098555,0.7027100999697935
PdfAct,80.tar_1406.7042.gz_jnl-2014-tap-fdtd_black.pdf,0,title,0.8181818181818181,0.905829596412556,0.835666169135503,0.887965639368099
PdfAct,78.tar_1406.5999.gz_graphene_electronic_v3_black.pdf,0,title,1.0,1.0,0.9219166858378491,0.9539801557684302
PdfAct,71.tar_1406.1896.gz_shevchenko-shalaiko-density_black.pdf,14,title,1.0,1.0,0.754781152060296,0.890070867796166
PdfAct,70.tar_1406.1576.gz_fluid_black.pdf,0,title,1.0,0.9350649350649352,0.7057437501783905,0.906702593245859
PdfAct,76.tar_1406.5046.gz_MaxEntQFT_black.pdf,22,title,0.0,0.9411764705882354,0.5361387019366116,0.11684956867747569
PdfAct,73.tar_1406.3129.gz_rotatableStabilator_black.pdf,0,title,1.0,1.0,0.877428123928232,0.9919895503362255
PdfAct,75.tar_1406.4201.gz_globalsip2014_template_LaTeX_black.pdf,0,title,0.0,0.0,0.10989538695465796,0.11468404305581509
PdfAct,79.tar_1406.6425.gz_arxiv_final_black.pdf,0,title,1.0,0.9655172413793104,0.9633119373657585,0.9970114595315707
PdfAct,81.tar_1406.7716.gz_sketch_black.pdf,20,title,0.8000000000000002,0.9117647058823528,0.74957427883624,0.8952222595549094
PdfAct,76.tar_1406.5014.gz_CPV-SKKim-PRD_black.pdf,0,title,1.0,0.9740932642487048,0.9550316616005325,0.8986153242327205
PdfAct,79.tar_1406.6481.gz_xray0725_black.pdf,0,title,1.0,1.0,0.8526663491166053,0.839020827389797
PdfAct,79.tar_1406.6575.gz_KleyKluppelbergReichel140625ArXiv_black.pdf,0,title,1.0,1.0,0.9810795657507412,0.7548399942256429
PdfAct,70.tar_1406.1365.gz_dampdiff_prepub_black.pdf,0,title,1.0,0.9673202614379084,0.7399756740779164,0.9287963179708343
PdfAct,68.tar_1406.0305.gz_RFIO_NJP_F_arXiv_black.pdf,7,title,1.0,0.9473684210526316,0.8781435236801485,0.736079282941712
PdfAct,69.tar_1406.0748.gz_frequency_black.pdf,0,title,1.0,1.0,0.7749896994719863,0.8434184438302279
