Tool,ID,Page,Label,F1,SpatialDist,Precision,Recall
PdfAct,135.tar_1607.05064.gz_isit_typewriter_arxiv_black.pdf,0,title,0.0,0.0,0.014408303377018438,0.42880580291990894
PdfAct,136.tar_1607.05560.gz_Panorama-CapitaineDonati_black.pdf,0,title,1.0,1.0,0.8984279098841756,0.7311107537920318
PdfAct,133.tar_1607.04284.gz_jpetts2016_black.pdf,0,title,1.0,1.0,0.7593225409668044,0.8170676445217263
PdfAct,135.tar_1607.05072.gz_arxiv_black.pdf,2,title,0.9166666666666666,0.7701149425287356,0.7175204937986612,0.80749177669068
PdfAct,143.tar_1607.08812.gz_Gaussian_Matrix_Chaos_black.pdf,0,title,1.0,0.95,0.8404600205710507,0.8785075844876087
PdfAct,129.tar_1607.02559.gz_main_black.pdf,0,title,0.8333333333333333,0.7899159663865547,0.9078829153753701,0.9421227039292935
PdfAct,131.tar_1607.03250.gz_nips_2016_black.pdf,0,title,1.0,0.9729729729729728,0.8670746015072153,0.9690677381963628
PdfAct,142.tar_1607.08457.gz_manuscript_0919_black.pdf,0,title,1.0,1.0,0.7690445982628027,0.9696308616408733
PdfAct,139.tar_1607.06939.gz_JPhyB_2compo_black.pdf,6,title,0.0,0.0,0.2223630643704335,0.08572741576083336
PdfAct,138.tar_1607.06669.gz_AN_CMueller_arxiv_black.pdf,7,title,1.0,1.0,0.9390102175153967,0.8991712685895992
PdfAct,138.tar_1607.06668.gz_main_black.pdf,0,title,1.0,1.0,0.9092820695269729,0.7885076909643133
PdfAct,131.tar_1607.03409.gz_quantum_SMR_version_9_black.pdf,0,title,0.875,0.9572649572649572,0.8759093610823847,0.8739565989166447
PdfAct,133.tar_1607.04373.gz_main_black.pdf,0,title,1.0,1.0,0.9594977788770384,0.8817330851354612
PdfAct,131.tar_1607.03316.gz_tacl_black.pdf,0,title,1.0,1.0,0.8934176100389438,0.8893993283804976
PdfAct,139.tar_1607.06938.gz_surveyangles.III_black.pdf,14,title,1.0,1.0,0.7040535134982714,0.8355993640587003
PdfAct,140.tar_1607.07518.gz_exclprcpip_black.pdf,0,title,0.5,0.9629629629629628,0.9675209450053684,0.8904693871646675
PdfAct,136.tar_1607.05731.gz_decomposition_paper_black.pdf,0,title,1.0,1.0,0.740479230230734,0.8919564958075128
