Tool,ID,Page,Label,F1,SpatialDist
PyMuPDF,67.tar_1803.04047.gz_bbhreal-submit-arxiv_black.pdf,17,paragraph,0.6637714047959484,0.6327536539413359
Tika,72.tar_1803.06134.gz_paper_resample-ls89_draft_black.pdf,26,paragraph,0.0,0.2416604892512973
PyMuPDF,72.tar_1803.06134.gz_paper_resample-ls89_draft_black.pdf,26,paragraph,0.0,0.2358974358974359
Tika,77.tar_1803.07962.gz_KSstability-ArXiv_black.pdf,13,paragraph,0.6041358645470795,0.6480588590300809
PyMuPDF,77.tar_1803.07962.gz_KSstability-ArXiv_black.pdf,13,paragraph,0.6069613972574963,0.6649886070657749
Tika,79.tar_1803.08672.gz_solomon-terao-subspace-arrangements_black.pdf,3,paragraph,0.6605044523074914,0.6528110485517047
PyMuPDF,79.tar_1803.08672.gz_solomon-terao-subspace-arrangements_black.pdf,3,paragraph,0.6846880089325471,0.6597455866570922
Tika,72.tar_1803.06144.gz_Orbits_elabs_K-theory_-_2_black.pdf,6,paragraph,0.6062944394920277,0.6532659180615089
PyMuPDF,72.tar_1803.06144.gz_Orbits_elabs_K-theory_-_2_black.pdf,6,paragraph,0.6910105189346345,0.669814397351506
Tika,86.tar_1803.11255.gz_buschow_friederichs_black.pdf,23,paragraph,0.6201428586256935,0.6822386050642063
PyMuPDF,86.tar_1803.11255.gz_buschow_friederichs_black.pdf,23,paragraph,0.6321726016958377,0.6220730082606748
Tika,67.tar_1803.04257.gz_I-OKESTEQG_black.pdf,12,paragraph,0.6068468204069478,0.6384860088593121
PyMuPDF,67.tar_1803.04257.gz_I-OKESTEQG_black.pdf,12,paragraph,0.6948120050938114,0.6366250065394545
Tika,74.tar_1803.06638.gz_risk_black.pdf,5,paragraph,0.6291054627008345,0.6897592588378438
PyMuPDF,74.tar_1803.06638.gz_risk_black.pdf,5,paragraph,0.681341340064647,0.6039892183894792
Tika,56.tar_1803.00182.gz_MetaHetNet_1Col_v9_black.pdf,18,paragraph,0.6099511432860362,0.6510185427889781
PyMuPDF,56.tar_1803.00182.gz_MetaHetNet_1Col_v9_black.pdf,18,paragraph,0.6085577026947045,0.6346398913695168
Tika,60.tar_1803.01610.gz_Locally_alg_1_black.pdf,4,paragraph,0.0,0.2979695431472081
PyMuPDF,60.tar_1803.01610.gz_Locally_alg_1_black.pdf,4,paragraph,0.0,0.2992405063291138
Tika,58.tar_1803.00909.gz_icml2018_black.pdf,31,paragraph,0.0,0.2616205232410465
PyMuPDF,58.tar_1803.00909.gz_icml2018_black.pdf,31,paragraph,0.0,0.2431259044862518
Tika,77.tar_1803.07966.gz_diffusion_amis_new_black.pdf,6,paragraph,0.0,0.1132940406024884
PyMuPDF,77.tar_1803.07966.gz_diffusion_amis_new_black.pdf,6,paragraph,0.0,0.1111470113085621
Tika,67.tar_1803.04267.gz_manuscript-sph-lambda_black.pdf,5,paragraph,0.6468424691632345,0.6435229799139838
PyMuPDF,67.tar_1803.04267.gz_manuscript-sph-lambda_black.pdf,5,paragraph,0.6510511081717032,0.6127276220267995
Tika,60.tar_1803.01703.gz_manuscript_black.pdf,7,paragraph,0.6223723125369544,0.6343960067692267
PyMuPDF,60.tar_1803.01703.gz_manuscript_black.pdf,7,paragraph,0.671376689600867,0.6094475838765072
Tika,56.tar_1803.00016.gz_arXiv_RAA_black.pdf,6,paragraph,0.6369643520366207,0.698448317505346
PyMuPDF,56.tar_1803.00016.gz_arXiv_RAA_black.pdf,6,paragraph,0.6605771085258694,0.6203554427154085
Tika,65.tar_1803.03312.gz_coh_eff_arxiv_black.pdf,21,paragraph,0.0,0.0018357044515832
PyMuPDF,65.tar_1803.03312.gz_coh_eff_arxiv_black.pdf,21,paragraph,0.0,0.0018340210912425
Tika,58.tar_1803.00715.gz_CvM_black.pdf,36,paragraph,0.6806495865078575,0.684346181593429
PyMuPDF,58.tar_1803.00715.gz_CvM_black.pdf,36,paragraph,0.6780411366171875,0.6153126412539616
Tika,78.tar_1803.08254.gz_Wave2MovPts_171126Arxiv_black.pdf,13,paragraph,0.685466143905996,0.6017237546720505
PyMuPDF,78.tar_1803.08254.gz_Wave2MovPts_171126Arxiv_black.pdf,13,paragraph,0.6987924151234464,0.6986024065044582
Tika,72.tar_1803.06038.gz_Dividends_capital-absolutelycontiuous_15.03.2018_black.pdf,13,paragraph,0.6616186054711464,0.6061554008807435
PyMuPDF,72.tar_1803.06038.gz_Dividends_capital-absolutelycontiuous_15.03.2018_black.pdf,13,paragraph,0.6763972453779326,0.6673415251064586
Tika,68.tar_1803.04666.gz_BPSMarchFinal_black.pdf,1,paragraph,0.665285300098942,0.6771777312525891
PyMuPDF,68.tar_1803.04666.gz_BPSMarchFinal_black.pdf,1,paragraph,0.6748995626838717,0.6322076771079452
Tika,68.tar_1803.04716.gz_torb_black.pdf,12,paragraph,0.0,0.1072157299202373
PyMuPDF,68.tar_1803.04716.gz_torb_black.pdf,12,paragraph,0.0,0.1068391866913124
Tika,69.tar_1803.05102.gz_2Dsuprestr_black.pdf,26,paragraph,0.6854032564443904,0.6781895590926089
PyMuPDF,69.tar_1803.05102.gz_2Dsuprestr_black.pdf,26,paragraph,0.634033357059728,0.6705246095369533
Tika,64.tar_1803.03195.gz_lattice_black.pdf,2,paragraph,0.6361592498749605,0.649730663616326
PyMuPDF,64.tar_1803.03195.gz_lattice_black.pdf,2,paragraph,0.6971366305145901,0.691531640062174
Tika,60.tar_1803.01584.gz_Bernstein_centre_black.pdf,15,paragraph,0.641406032530645,0.6992687697290555
PyMuPDF,60.tar_1803.01584.gz_Bernstein_centre_black.pdf,15,paragraph,0.6064323822147438,0.6320956225509846
Tika,80.tar_1803.08878.gz_article_black.pdf,5,paragraph,0.6064346305072001,0.6337892307350697
PyMuPDF,80.tar_1803.08878.gz_article_black.pdf,5,paragraph,0.6907564439639333,0.649949000592051
Tika,77.tar_1803.07705.gz_main_black.pdf,3,paragraph,0.6127095658803792,0.6326743187409289
PyMuPDF,77.tar_1803.07705.gz_main_black.pdf,3,paragraph,0.6749789694302697,0.6530199562071742
Tika,78.tar_1803.08320.gz_Arxiv_black.pdf,17,paragraph,0.6229394940329545,0.6871892807533397
PyMuPDF,78.tar_1803.08320.gz_Arxiv_black.pdf,17,paragraph,0.6095157217857458,0.6287404801077181
Tika,81.tar_1803.09220.gz_CellLevelSet6_black.pdf,15,paragraph,0.0,0.0201192250372578
PyMuPDF,81.tar_1803.09220.gz_CellLevelSet6_black.pdf,15,paragraph,0.0,0.0201643017176998
Tika,65.tar_1803.03309.gz_RealCharsSU_black.pdf,4,paragraph,0.6401271908583783,0.6636217313692266
PyMuPDF,65.tar_1803.03309.gz_RealCharsSU_black.pdf,4,paragraph,0.6938696393381484,0.609751307477254
Tika,72.tar_1803.05989.gz_submitted_black.pdf,21,paragraph,0.6605829135317757,0.6331802035714533
PyMuPDF,72.tar_1803.05989.gz_submitted_black.pdf,21,paragraph,0.6350579155451216,0.6392979266589314
Tika,61.tar_1803.01915.gz_viscosity_mins_black.pdf,13,paragraph,0.6548022601278988,0.6903315182150174
PyMuPDF,61.tar_1803.01915.gz_viscosity_mins_black.pdf,13,paragraph,0.0,0.2997252747252747
Tika,80.tar_1803.08792.gz_mtve_v1_black.pdf,19,paragraph,0.0,0.292094455852156
PyMuPDF,80.tar_1803.08792.gz_mtve_v1_black.pdf,19,paragraph,0.0,0.296838254507447
Tika,69.tar_1803.04805.gz_csdl_ver11_black.pdf,7,paragraph,0.0,0.2379528082419408
PyMuPDF,69.tar_1803.04805.gz_csdl_ver11_black.pdf,7,paragraph,0.0,0.2329838575470128
Tika,80.tar_1803.08987.gz_ms_ver03_black.pdf,37,paragraph,0.6983527544874469,0.622096712842033
PyMuPDF,80.tar_1803.08987.gz_ms_ver03_black.pdf,37,paragraph,0.628518917582274,0.6350445015291609
Tika,62.tar_1803.02472.gz_Class34NDJFL-arxiv_black.pdf,34,paragraph,0.6506994396804726,0.6427335714221855
PyMuPDF,62.tar_1803.02472.gz_Class34NDJFL-arxiv_black.pdf,34,paragraph,0.6016983964199284,0.632233721373208
Tika,78.tar_1803.08141.gz_Construction_of_QC-LDPC_codes_free_of_elementary_trapping_sets_with_small_size_black.pdf,10,paragraph,0.6810246205954643,0.6836189073087406
PyMuPDF,78.tar_1803.08141.gz_Construction_of_QC-LDPC_codes_free_of_elementary_trapping_sets_with_small_size_black.pdf,10,paragraph,0.6988747714678606,0.659047624273551
Tika,63.tar_1803.02735.gz_cvpr2018_final_black.pdf,9,paragraph,0.0,0.0212520212520212
PyMuPDF,63.tar_1803.02735.gz_cvpr2018_final_black.pdf,9,paragraph,0.0,0.0212716763005779
Tika,60.tar_1803.01365.gz_main_black.pdf,6,paragraph,0.6792690170222179,0.6638771338568109
PyMuPDF,60.tar_1803.01365.gz_main_black.pdf,6,paragraph,0.6564109954349823,0.6858356885964457
Tika,79.tar_1803.08595.gz_Manuscript_black.pdf,15,paragraph,0.6548821086984263,0.6444568572599457
PyMuPDF,79.tar_1803.08595.gz_Manuscript_black.pdf,15,paragraph,0.6127347161814454,0.6295919635415436
Tika,61.tar_1803.01835.gz_weakharnack_black.pdf,25,paragraph,0.0,0.073594824100283
PyMuPDF,61.tar_1803.01835.gz_weakharnack_black.pdf,25,paragraph,0.0,0.0722795869737886
Tika,79.tar_1803.08636.gz_camera-ready_icme2018template_black.pdf,4,paragraph,0.6143415791890154,0.6017443150924341
PyMuPDF,79.tar_1803.08636.gz_camera-ready_icme2018template_black.pdf,4,paragraph,0.642695728402609,0.6124464753224623
Tika,72.tar_1803.06140.gz_DecisionProblemsForSubclassesOfRationalRelations_black.pdf,4,paragraph,0.6409033390642271,0.6894717685877892
PyMuPDF,72.tar_1803.06140.gz_DecisionProblemsForSubclassesOfRationalRelations_black.pdf,4,paragraph,0.6984396543726937,0.6215917587041668
Tika,57.tar_1803.00586.gz_ITA2018_black.pdf,3,paragraph,0.6805565524235869,0.633628250016099
