Tool,ID,Page,Label,F1,SpatialDist
PyMuPDF,93.tar_1804.02029.gz_inversions_black.pdf,11,paragraph,0.6857720408990138,0.6562750542787537
Tika,94.tar_1804.02412.gz_rthompsonaccepted_black.pdf,9,paragraph,0.655176041718905,0.6473083677489216
PyMuPDF,94.tar_1804.02412.gz_rthompsonaccepted_black.pdf,9,paragraph,0.6950992664113445,0.6771202042609913
Tika,89.tar_1804.00339.gz_DS_v7_arXiv_black.pdf,4,paragraph,0.6881481692356555,0.6034844484142468
PyMuPDF,89.tar_1804.00339.gz_DS_v7_arXiv_black.pdf,4,paragraph,0.6663681448475449,0.6043322667198383
Tika,92.tar_1804.01867.gz_psg_black.pdf,36,paragraph,0.0,0.025078369905956
PyMuPDF,92.tar_1804.01867.gz_psg_black.pdf,36,paragraph,0.0,0.0247678018575851
Tika,90.tar_1804.00825.gz_autocallable_black.pdf,14,paragraph,0.6598264682528368,0.6755873913379556
PyMuPDF,90.tar_1804.00825.gz_autocallable_black.pdf,14,paragraph,0.6029370251882279,0.6752525304955355
Tika,90.tar_1804.00825.gz_autocallable_black.pdf,0,paragraph,0.0,0.2399267399267398
PyMuPDF,90.tar_1804.00825.gz_autocallable_black.pdf,0,paragraph,0.0,0.2407322654462242
Tika,92.tar_1804.01834.gz_main_black.pdf,7,paragraph,0.6418908997370617,0.6520568760364729
PyMuPDF,92.tar_1804.01834.gz_main_black.pdf,7,paragraph,0.6088838058718291,0.6340096820229685
Tika,97.tar_1804.03293.gz_shenango-channel_black.pdf,3,paragraph,0.6749476648533101,0.6877592651315427
PyMuPDF,97.tar_1804.03293.gz_shenango-channel_black.pdf,3,paragraph,0.6130157368086475,0.6438057611395743
Tika,98.tar_1804.03652.gz_inhomo_black.pdf,24,paragraph,0.0,0.2914685314685314
PyMuPDF,98.tar_1804.03652.gz_inhomo_black.pdf,24,paragraph,0.0,0.2883333333333333
Tika,90.tar_1804.00886.gz_meridional_black.pdf,16,paragraph,0.6769625754886115,0.6644227854740383
PyMuPDF,90.tar_1804.00886.gz_meridional_black.pdf,16,paragraph,0.6726286442834956,0.6120660025878744
Tika,95.tar_1804.02538.gz_ComputationalModelingPolycrystals_black.pdf,45,paragraph,0.6496634515798183,0.6120381923544652
PyMuPDF,95.tar_1804.02538.gz_ComputationalModelingPolycrystals_black.pdf,45,paragraph,0.6757317323083241,0.6815767038982203
Tika,97.tar_1804.03213.gz_PreprintCoagExpDomain_black.pdf,29,paragraph,0.6447025507479162,0.6308047599097792
PyMuPDF,97.tar_1804.03213.gz_PreprintCoagExpDomain_black.pdf,29,paragraph,0.6516303490582688,0.6808407170718016
Tika,96.tar_1804.03067.gz_paper_DiracMilne_sub_black.pdf,5,paragraph,0.6611624920366159,0.6966427397155925
PyMuPDF,96.tar_1804.03067.gz_paper_DiracMilne_sub_black.pdf,5,paragraph,0.6448710573059687,0.6287681263856848
Tika,97.tar_1804.03204.gz_su-et-al-arxiv-18_black.pdf,5,paragraph,0.6196431653920673,0.6502328863211786
PyMuPDF,97.tar_1804.03204.gz_su-et-al-arxiv-18_black.pdf,5,paragraph,0.6591349656958972,0.6388105838776712
Tika,89.tar_1804.00309.gz_TFP-OO_black.pdf,18,paragraph,0.6318205216316444,0.640317330033353
PyMuPDF,89.tar_1804.00309.gz_TFP-OO_black.pdf,18,paragraph,0.6878793326196353,0.6458815782573197
Tika,91.tar_1804.01397.gz_vacuumpaper_black.pdf,19,paragraph,0.0,0.0021822149481724
PyMuPDF,91.tar_1804.01397.gz_vacuumpaper_black.pdf,19,paragraph,0.0,0.0021680216802168
Tika,88.tar_1804.00248.gz_ijcai18_black.pdf,3,paragraph,0.6107594179539628,0.6816955197509159
PyMuPDF,88.tar_1804.00248.gz_ijcai18_black.pdf,3,paragraph,0.6842818301132906,0.6906899937092018
Tika,89.tar_1804.00277.gz_Sneutrino_prd2_black.pdf,0,paragraph,0.6964174130582027,0.6848398134395746
PyMuPDF,89.tar_1804.00277.gz_Sneutrino_prd2_black.pdf,0,paragraph,0.6766361635998093,0.6121769601081982
Tika,88.tar_1804.00075.gz_Brun-SGTM-arxiv_black.pdf,7,paragraph,0.0,0.1088733798604187
PyMuPDF,88.tar_1804.00075.gz_Brun-SGTM-arxiv_black.pdf,7,paragraph,0.0,0.1097197376267143
Tika,99.tar_1804.03947.gz_paper_black.pdf,2,paragraph,0.6736804362861303,0.6920553876667244
PyMuPDF,99.tar_1804.03947.gz_paper_black.pdf,2,paragraph,0.6521628464140125,0.6182797584668371
Tika,89.tar_1804.00291.gz_hat6S_black.pdf,0,paragraph,0.0,0.206831119544592
PyMuPDF,89.tar_1804.00291.gz_hat6S_black.pdf,0,paragraph,0.0,0.2027906976744185
Tika,94.tar_1804.02322.gz_arxivdualinsrou-amani+_black.pdf,10,paragraph,0.6298668291292224,0.688474364428465
PyMuPDF,94.tar_1804.02322.gz_arxivdualinsrou-amani+_black.pdf,10,paragraph,0.6096274110269858,0.6073798731889269
Tika,92.tar_1804.01737.gz_draft0405v2_black.pdf,13,paragraph,0.6200250337108114,0.6057221153945483
PyMuPDF,92.tar_1804.01737.gz_draft0405v2_black.pdf,13,paragraph,0.6728996888124783,0.6908390772164428
Tika,96.tar_1804.03117.gz_FPP_18032018_black.pdf,6,paragraph,0.6227969653841632,0.6078883896460345
PyMuPDF,96.tar_1804.03117.gz_FPP_18032018_black.pdf,6,paragraph,0.6080989016940145,0.6391397411644657
Tika,88.tar_1804.00177.gz_main_black.pdf,0,paragraph,0.6462957578397748,0.6496353368994615
PyMuPDF,88.tar_1804.00177.gz_main_black.pdf,0,paragraph,0.6416440862761562,0.6622387786584658
Tika,93.tar_1804.01968.gz_PantsLaminations_black.pdf,2,paragraph,0.0,0.2888482632541134
PyMuPDF,93.tar_1804.01968.gz_PantsLaminations_black.pdf,2,paragraph,0.0,0.2874543239951279
Tika,91.tar_1804.01157.gz_application_of_IFE_on_elasticity_black.pdf,16,paragraph,0.6095894981319596,0.6377079718242036
PyMuPDF,91.tar_1804.01157.gz_application_of_IFE_on_elasticity_black.pdf,16,paragraph,0.6150090783989433,0.6492085487194034
Tika,98.tar_1804.03674.gz_SimulationMomentInequality_black.pdf,46,paragraph,0.0,0.2872531418312388
PyMuPDF,98.tar_1804.03674.gz_SimulationMomentInequality_black.pdf,46,paragraph,0.0,0.2858418937025457
Tika,91.tar_1804.01363.gz_survol-smf-version-finale-resume-francais_black.pdf,13,paragraph,0.6273734191564269,0.6547936246734312
PyMuPDF,91.tar_1804.01363.gz_survol-smf-version-finale-resume-francais_black.pdf,13,paragraph,0.6077207832459273,0.6871981323151365
Tika,96.tar_1804.03059.gz_CollisionsAndConesD_black.pdf,2,paragraph,0.6400103389055178,0.611856682439802
PyMuPDF,96.tar_1804.03059.gz_CollisionsAndConesD_black.pdf,2,paragraph,0.6773634666423345,0.6488483248115323
Tika,98.tar_1804.03815.gz_LambdaPhaseTransitionHL_black.pdf,14,paragraph,0.662055204440184,0.6773737988378751
PyMuPDF,98.tar_1804.03815.gz_LambdaPhaseTransitionHL_black.pdf,14,paragraph,0.6893014429445524,0.6382109900023644
Tika,89.tar_1804.00265.gz_single-hole-hk_black.pdf,5,paragraph,0.6016369905313305,0.6778676047180086
PyMuPDF,89.tar_1804.00265.gz_single-hole-hk_black.pdf,5,paragraph,0.6404205633780405,0.609687461232649
Tika,91.tar_1804.01228.gz_ShellUnruhArXivV2_black.pdf,23,paragraph,0.0,0.0019714144898965
PyMuPDF,91.tar_1804.01228.gz_ShellUnruhArXivV2_black.pdf,23,paragraph,0.0,0.0020964360587002
Tika,97.tar_1804.03470.gz_Simplest_surfaces_v3_black.pdf,3,paragraph,0.6538535723683099,0.6807472912984621
PyMuPDF,97.tar_1804.03470.gz_Simplest_surfaces_v3_black.pdf,3,paragraph,0.675781638075921,0.6822316555936221
Tika,97.tar_1804.03312.gz_arxiv_RL-Restore_black.pdf,5,paragraph,0.6336439174901082,0.6101925710925444
PyMuPDF,97.tar_1804.03312.gz_arxiv_RL-Restore_black.pdf,5,paragraph,0.6409877787815077,0.67981137799053
Tika,95.tar_1804.02682.gz_tuned_multimode_black.pdf,7,paragraph,0.0,0.2608850820842255
PyMuPDF,95.tar_1804.02682.gz_tuned_multimode_black.pdf,7,paragraph,0.0,0.2540237928621414
Tika,92.tar_1804.01734.gz_A_Finite_Theory_Of_Quantum_Physics_black.pdf,24,paragraph,0.6538848919852412,0.6163707551054787
PyMuPDF,92.tar_1804.01734.gz_A_Finite_Theory_Of_Quantum_Physics_black.pdf,24,paragraph,0.6583215364665717,0.6801818973497681
Tika,97.tar_1804.03334.gz_kearney_nips_2017_black.pdf,6,paragraph,0.6269379245196509,0.6002992698663108
PyMuPDF,97.tar_1804.03334.gz_kearney_nips_2017_black.pdf,6,paragraph,0.6602038670729241,0.6520464883899451
Tika,94.tar_1804.02441.gz_MCMC_HiCLASS_black.pdf,11,paragraph,0.6336571528355887,0.6336405382907259
PyMuPDF,94.tar_1804.02441.gz_MCMC_HiCLASS_black.pdf,11,paragraph,0.6512704884652454,0.6048996986636661
Tika,89.tar_1804.00353.gz_bayesian-mosaic_black.pdf,23,paragraph,0.6555539251861494,0.6187937374532346
PyMuPDF,89.tar_1804.00353.gz_bayesian-mosaic_black.pdf,23,paragraph,0.6034596014312763,0.6559337708418403
Tika,94.tar_1804.02334.gz_main_black.pdf,1,paragraph,0.6440401679036616,0.6922974872688246
PyMuPDF,94.tar_1804.02334.gz_main_black.pdf,1,paragraph,0.6376654242678951,0.6379739408049666
Tika,95.tar_1804.02488.gz_Parsell-Vinogradov_black.pdf,52,paragraph,0.6731146869366318,0.6399060174823905
PyMuPDF,95.tar_1804.02488.gz_Parsell-Vinogradov_black.pdf,52,paragraph,0.6258750478308878,0.6616715610454823
Tika,89.tar_1804.00317.gz_FinDiffNT-April1_black.pdf,30,paragraph,0.6272096285449421,0.6285926765607787
PyMuPDF,89.tar_1804.00317.gz_FinDiffNT-April1_black.pdf,30,paragraph,0.6720973938844648,0.6152880320271246
Tika,96.tar_1804.03044.gz_AS_black.pdf,13,paragraph,0.6568050697481338,0.6099249586622268
PyMuPDF,96.tar_1804.03044.gz_AS_black.pdf,13,paragraph,0.6391818895306144,0.6634220439605446
Tika,96.tar_1804.02896.gz_manuscript_black.pdf,3,paragraph,0.6303435005525431,0.6990814909314728
PyMuPDF,96.tar_1804.02896.gz_manuscript_black.pdf,3,paragraph,0.687212236736675,0.620432559820674
Tika,91.tar_1804.01465.gz_mainarxiv_black.pdf,13,paragraph,0.0,0.2475187360745391
PyMuPDF,91.tar_1804.01465.gz_mainarxiv_black.pdf,13,paragraph,0.0,0.2472683124241197
Tika,97.tar_1804.03399.gz_SN-dual_black.pdf,15,paragraph,0.6410720894864544,0.6420918317986328
PyMuPDF,97.tar_1804.03399.gz_SN-dual_black.pdf,15,paragraph,0.6493716446235029,0.6984734111263372
Tika,88.tar_1804.00110.gz_WittenDefIv2_black.pdf,32,paragraph,0.6786032197860681,0.643025928644598
PyMuPDF,88.tar_1804.00110.gz_WittenDefIv2_black.pdf,32,paragraph,0.6824495977927086,0.6543711644602874
Tika,97.tar_1804.03274.gz_Debiased_FDP_black.pdf,1,paragraph,0.6769371714803241,0.6412469923417761
PyMuPDF,97.tar_1804.03274.gz_Debiased_FDP_black.pdf,1,paragraph,0.641780850596378,0.6499532856594123
Tika,92.tar_1804.01528.gz_arxiv_curemodel_black.pdf,15,paragraph,0.0,0.2503401360544218
PyMuPDF,92.tar_1804.01528.gz_arxiv_curemodel_black.pdf,15,paragraph,0.0,0.2457947133539306
Tika,98.tar_1804.03570.gz_RPTarxiv_black.pdf,14,paragraph,0.0,0.0071005917159763
PyMuPDF,98.tar_1804.03570.gz_RPTarxiv_black.pdf,14,paragraph,0.0,0.0070963926670609
Tika,98.tar_1804.03657.gz_rsd_v1_black.pdf,30,paragraph,0.0,0.0778839088905216
PyMuPDF,98.tar_1804.03657.gz_rsd_v1_black.pdf,30,paragraph,0.0,0.0781422779211205
Tika,88.tar_1804.00100.gz_egpaper_arxiv_black.pdf,5,paragraph,0.6767260289452663,0.6913796871534198
PyMuPDF,88.tar_1804.00100.gz_egpaper_arxiv_black.pdf,5,paragraph,0.6402623046227376,0.6530083006997595
