Tool,ID,Page,Label,Precision,Recall,F1,SpatialDist
GROBID,56.tar_1803.00002.gz_ARHAB-arXiv2017_black_subset_14,14,equation,0.0,0.0,0.0,0.0514761544284633
GROBID,56.tar_1803.00002.gz_ARHAB-arXiv2017_black_subset_9,9,equation,0.0,0.0,0.0,0.0559832050384883
GROBID,56.tar_1803.00003.gz_GravityTorus_black_subset_1,1,equation,0.0,0.0,0.0,0.0477453580901857
GROBID,56.tar_1803.00011.gz_source_black_subset_3,3,equation,0.09910701808793462,0.3197201239229715,0.1973997669798858,0.267175572519084
GROBID,56.tar_1803.00018.gz_ms_black_subset_8,8,equation,0.0738746514862392,0.3084182462603365,0.182279413939853,0.1465968586387434
GROBID,56.tar_1803.00020.gz_ScalRelBabyk_revised_black_subset_8,8,equation,0.0,0.0,0.0,0.0
GROBID,56.tar_1803.00021.gz_TALP_black_subset_13,13,equation,0.0,0.0,0.0,0.0467289719626168
GROBID,56.tar_1803.00021.gz_TALP_black_subset_15,15,equation,0.05669393668450558,0.3016441741335405,0.1861911197604425,0.252927400468384
GROBID,56.tar_1803.00021.gz_TALP_black_subset_17,17,equation,0.6809431548145248,0.6448935102975515,0.6876545509480805,0.4744631184349016
GROBID,56.tar_1803.00021.gz_TALP_black_subset_8,8,equation,0.6159877297134502,0.6509816518056728,0.6627527721009544,0.6833718961167581
GROBID,56.tar_1803.00023.gz_z2SPT-arxiv_black_subset_12,12,equation,0.09581064930809441,0.3346374287736655,0.1879513105965053,0.2294573643410852
GROBID,56.tar_1803.00023.gz_z2SPT-arxiv_black_subset_16,16,equation,0.09434909062347124,0.3151507527492128,0.1533154326946567,0.1162483487450462
GROBID,56.tar_1803.00023.gz_z2SPT-arxiv_black_subset_18,18,equation,0.0,0.0,0.0,0.0311850311850311
GROBID,56.tar_1803.00023.gz_z2SPT-arxiv_black_subset_21,21,equation,0.0,0.0,0.0,0.0770370370370371
GROBID,56.tar_1803.00026.gz_EfficientUnitaryPrep_black_subset_2,2,equation,0.0,0.0,0.0,0.0
GROBID,56.tar_1803.00027.gz_main_black_subset_2,2,equation,0.07122400891508704,0.3338859603969655,0.181683888762021,0.1132075471698112
GROBID,56.tar_1803.00035.gz_ProtonDecay_12Mar_black_subset_3,3,equation,0.07052486208442448,0.323318768652548,0.1830376027491837,0.228454172366621
GROBID,56.tar_1803.00035.gz_ProtonDecay_12Mar_black_subset_4,4,equation,0.0,0.0,0.0,0.009090909090909
GROBID,56.tar_1803.00038.gz_c_visual_black_subset_7,7,equation,0.07524221365766084,0.348840911800329,0.1801720469281788,0.1853281853281853
GROBID,56.tar_1803.00040.gz_2015TACarxiv_black_subset_3,3,equation,0.6308568280725514,0.6009607817605355,0.6991471707147245,0.6213440556179097
GROBID,56.tar_1803.00040.gz_2015TACarxiv_black_subset_9,9,equation,0.06259669463612999,0.3169425835076727,0.159024472963831,0.23121387283237
GROBID,56.tar_1803.00060.gz_nu-e-scatV2_black_subset_14,14,equation,0.0,0.0,0.0,0.0
GROBID,56.tar_1803.00060.gz_nu-e-scatV2_black_subset_7,7,equation,0.6607814775354964,0.6581269996257747,0.6390925694169363,0.4967365663320245
GROBID,56.tar_1803.00071.gz_article_black_subset_1,1,equation,0.05231039420847302,0.340940956578332,0.1616983655473742,0.2782608695652173
GROBID,56.tar_1803.00071.gz_article_black_subset_2,2,equation,0.0,0.0,0.0,0.0
GROBID,56.tar_1803.00071.gz_article_black_subset_7,7,equation,0.07599380987951024,0.3231368053289543,0.1717663420408967,0.1295971978984238
GROBID,56.tar_1803.00071.gz_article_black_subset_8,8,equation,0.0,0.0,0.0,0.0
GROBID,56.tar_1803.00079.gz_TorsionTrop2_black_subset_10,10,equation,0.6198419774842289,0.6553780045394803,0.6206020336864619,0.6727472320337238
GROBID,56.tar_1803.00079.gz_TorsionTrop2_black_subset_11,11,equation,0.0,0.0,0.0,0.0
GROBID,56.tar_1803.00079.gz_TorsionTrop2_black_subset_14,14,equation,0.6838337052204512,0.670519571344157,0.6687382919798988,0.530654693131265
GROBID,56.tar_1803.00079.gz_TorsionTrop2_black_subset_3,3,equation,0.6999588039592908,0.6377792020351647,0.6444326732573832,0.7849755017233107
