Tool,ID,Page,Label,Precision,Recall,F1,SpatialDist
GROBID,138.tar_1509.01323.gz_l1nofr_black_subset_5,5,table,0,0,0,0.26506024096385544
GROBID,138.tar_1509.01329.gz_Amodal_black_subset_10,10,table,0,0,0,0.042654028436018905
GROBID,138.tar_1509.01405.gz_qldo_black_subset_11,11,table,0,0,0,0.0
GROBID,138.tar_1509.01405.gz_qldo_black_subset_16,16,table,0,0,0,0.0
GROBID,138.tar_1509.01405.gz_qldo_black_subset_21,21,table,0,0,0,0.0
GROBID,139.tar_1509.01490.gz_DegenC2-5Paper-GMJ-3_black_subset_17,17,table,0,0,0,0.0
GROBID,139.tar_1509.01509.gz_Gebru-11dec2015-arxiv_black_subset_9,9,table,0,0,0,0.0
GROBID,139.tar_1509.01549.gz_main_black_subset_19,19,table,0,0,0,0.4290876242095754
GROBID,139.tar_1509.01549.gz_main_black_subset_31,31,table,0,0,0,0.18769931662870165
GROBID,139.tar_1509.01604.gz_optimalaggclasif-revision_21_12_14_black_subset_7,7,table,0,0,0,0.23718505647263244
GROBID,139.tar_1509.01634.gz_2nd-EE-Algs-arXiv-v1_black_subset_10,10,table,0,0,0,0.0
GROBID,139.tar_1509.01634.gz_2nd-EE-Algs-arXiv-v1_black_subset_36,36,table,0,0,0,0.0
GROBID,139.tar_1509.01685.gz_MF_CNT_black_subset_4,4,table,0,0,0,0.0
GROBID,139.tar_1509.01696.gz_Rate-induced_tipping_paper_revised_arXiv_black_subset_7,7,table,0,0,0,0.0
GROBID,139.tar_1509.01714.gz_BD_binaries_v10_MNRAS_black_subset_20,20,table,0,0,0,0.0
GROBID,139.tar_1509.01746.gz_DPillarTPDSFINAL_black_subset_18,18,table,0,0,0,0.1898652982681206
GROBID,139.tar_1509.01769.gz_pinsup-corr-fin2_black_subset_6,6,table,0,0,0,0.12984054669703865
GROBID,139.tar_1509.01852.gz_MetricDistancesBetweenPartitions_black_subset_19,19,table,0,0,0,0.0
GROBID,139.tar_1509.01927.gz_neutrinolessecec_v3_black_subset_5,5,table,0,0,0,0.30624465355004277
GROBID,139.tar_1509.01936.gz_ConsPoly_black_subset_22,22,table,0,0,0,0.0
GROBID,139.tar_1509.01940.gz_robust_draft_gen2016_black_subset_2,2,table,0,0,0,0.2814526588845655
GROBID,139.tar_1509.01966.gz_lasso24_black_subset_28,28,table,0,0,0,0.0
GROBID,139.tar_1509.01972.gz_nips2015_black_subset_5,5,table,0,0,0,0.3693379790940767
GROBID,139.tar_1509.01985.gz_text_black_subset_3,3,table,0,0,0,0.28675577156743615
GROBID,140.tar_1509.02008.gz_IGASpaceTime_black_subset_35,35,table,0,0,0,0.1607717041800643
GROBID,140.tar_1509.02008.gz_IGASpaceTime_black_subset_38,38,table,0,0,0,0.0
GROBID,140.tar_1509.02015.gz_paper1_black_subset_27,27,table,0,0,0,0.13669525150390371
GROBID,140.tar_1509.02015.gz_paper1_black_subset_28,28,table,0,0,0,0.0
GROBID,140.tar_1509.02030.gz_snam_Sep15_black_subset_16,16,table,0,0,0,0.21499902095163506
GROBID,140.tar_1509.02110.gz_v830tau-arxiv_black_subset_4,4,table,0,0,0,0.5034146341463415
GROBID,140.tar_1509.02161.gz_depurated_black_subset_8,8,table,0,0,0,0.0
GROBID,140.tar_1509.02164.gz_draft_black_subset_27,27,table,0,0,0,0.29587482219061173
GROBID,140.tar_1509.02224.gz_CSGPH17_black_subset_3,3,table,0,0,0,0.0
GROBID,140.tar_1509.02239.gz_mixedwave_v11_black_subset_16,16,table,0,0,0,0.24401913875598083
GROBID,140.tar_1509.02239.gz_mixedwave_v11_black_subset_17,17,table,0,0,0,0.12026143790849673
GROBID,140.tar_1509.02259.gz_rpa_N20_1l_black_subset_6,6,table,0,0,0,0.4603421461897356
GROBID,140.tar_1509.02278.gz_SPMHMPRD000_black_subset_1,1,table,0,0,0,0.3269230769230769
GROBID,140.tar_1509.02308.gz_Microbenchmark_14_March_black_subset_2,2,table,0,0,0,0.0
GROBID,140.tar_1509.02308.gz_Microbenchmark_14_March_black_subset_7,7,table,0,0,0,0.28430890309886864
GROBID,140.tar_1509.02313.gz_Manuscript-Nb75-Zr25_black_subset_11,11,table,0,0,0,0.47578947368421054
GROBID,140.tar_1509.02313.gz_Manuscript-Nb75-Zr25_black_subset_27,27,table,0,0,0,0.0
GROBID,140.tar_1509.02323.gz_KELT-10b_revised_cleaned_black_subset_15,15,table,0,0,0,0.4621169392742997
