Tool,ID,Page,Label,Precision,Recall,F1,SpatialDist
GROBID,156.tar_1510.00003.gz_Samurai_black_subset_1,1,equation,0,0,0,0.3578947368421052
GROBID,156.tar_1510.00003.gz_Samurai_black_subset_2,2,equation,0,0,0,0.4
GROBID,156.tar_1510.00003.gz_Samurai_black_subset_3,3,equation,0,0,0,0.37333333333333335
GROBID,156.tar_1510.00003.gz_Samurai_black_subset_6,6,equation,0,0,0,0.2188295165394402
GROBID,156.tar_1510.00003.gz_Samurai_black_subset_9,9,equation,0,0,0,0.0
GROBID,156.tar_1510.00013.gz_paper_black_subset_8,8,equation,0,0,0,0.0
GROBID,156.tar_1510.00013.gz_paper_black_subset_9,9,equation,0,0,0,0.0
GROBID,156.tar_1510.00019.gz_paper_refd_black_subset_1,1,equation,0,0,0,0.1458333333333333
GROBID,156.tar_1510.00025.gz_intensities2v1_black_subset_3,3,equation,0,0,0,0.3137254901960784
GROBID,156.tar_1510.00033.gz_CompleteColorful_black_subset_5,5,equation,0,0,0,0.24358974358974364
GROBID,156.tar_1510.00034.gz_LQE_DM_15-j_black_subset_4,4,equation,0,0,0,0.40993788819875776
GROBID,156.tar_1510.00043.gz_parabolic-renorm-deg-3_black_subset_14,14,equation,0,0,0,0.34912718204488785
GROBID,156.tar_1510.00043.gz_parabolic-renorm-deg-3_black_subset_25,25,equation,0,0,0,0.33284241531664205
GROBID,156.tar_1510.00043.gz_parabolic-renorm-deg-3_black_subset_27,27,equation,0,0,0,0.17625899280575538
GROBID,156.tar_1510.00045.gz_weyl-final_black_subset_1,1,equation,0,0,0,0.17582417582417575
GROBID,156.tar_1510.00045.gz_weyl-final_black_subset_13,13,equation,0,0,0,0.3508771929824562
GROBID,156.tar_1510.00047.gz_JHEP2_black_subset_15,15,equation,0,0,0,0.24175824175824176
GROBID,156.tar_1510.00048.gz_icecube38_black_subset_1,1,equation,0,0,0,0.29090909090909095
GROBID,156.tar_1510.00049.gz_bright_12_black_subset_4,4,equation,0,0,0,0.05443548387096769
GROBID,156.tar_1510.00052.gz_ncIFEellv_arXiv_black_subset_13,13,equation,0,0,0,0.01767565178965981
GROBID,156.tar_1510.00052.gz_ncIFEellv_arXiv_black_subset_4,4,equation,0,0,0,0.3151969981238274
GROBID,156.tar_1510.00054.gz_slnk_black_subset_16,16,equation,0,0,0,0.3811563169164882
GROBID,156.tar_1510.00054.gz_slnk_black_subset_8,8,equation,0,0,0,0.23776223776223773
GROBID,156.tar_1510.00055.gz_AFRL_singlecol_report_black_subset_16,16,equation,0,0,0,0.1990291262135922
GROBID,156.tar_1510.00055.gz_AFRL_singlecol_report_black_subset_18,18,equation,0,0,0,0.24657534246575338
GROBID,156.tar_1510.00055.gz_AFRL_singlecol_report_black_subset_31,31,equation,0,0,0,0.23913043478260876
GROBID,156.tar_1510.00055.gz_AFRL_singlecol_report_black_subset_33,33,equation,0,0,0,0.0
GROBID,156.tar_1510.00055.gz_AFRL_singlecol_report_black_subset_6,6,equation,0,0,0,0.48859934853420195
GROBID,156.tar_1510.00055.gz_AFRL_singlecol_report_black_subset_7,7,equation,0,0,0,0.2706766917293233
GROBID,156.tar_1510.00055.gz_AFRL_singlecol_report_black_subset_8,8,equation,0,0,0,0.10958904109589042
GROBID,156.tar_1510.00066.gz_Cuenin_Kenig_revision_black_subset_1,1,equation,0,0,0,0.3147699757869249
GROBID,156.tar_1510.00066.gz_Cuenin_Kenig_revision_black_subset_4,4,equation,0,0,0,0.08288770053475929
GROBID,156.tar_1510.00066.gz_Cuenin_Kenig_revision_black_subset_7,7,equation,0,0,0,0.07938931297709928
