Tool,ID,Page,Label,Precision,Recall,F1,SpatialDist
GROBID,190.tar_1511.06998.gz_BD_a1_black.pdf,0,abstract,0.7883817427385892,0.7883817427385892,0.7883817427385892,0.905788876276958
GROBID,175.tar_1511.00126.gz_ver1_black.pdf,1,abstract,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9793195463642428
GROBID,175.tar_1511.00126.gz_ver1_black.pdf,1,title,1.0,1.0,1.0,1.0
GROBID,175.tar_1511.00126.gz_ver1_black.pdf,1,author,0.8,0.8,0.8000000000000002,0.90625
GROBID,184.tar_1511.04509.gz_NOLTA-kankietalrevise2_black.pdf,0,abstract,0.898876404494382,0.898876404494382,0.898876404494382,0.950354609929078
GROBID,184.tar_1511.04509.gz_NOLTA-kankietalrevise2_black.pdf,0,title,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.946236559139785
GROBID,184.tar_1511.04509.gz_NOLTA-kankietalrevise2_black.pdf,0,author,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8679245283018868
GROBID,177.tar_1511.01188.gz_ms_black.pdf,26,title,0.9,1.0,0.9473684210526316,0.8656716417910448
GROBID,186.tar_1511.05239.gz_dualpolarsubmittednov16_black.pdf,0,abstract,0.6140350877192983,0.6140350877192983,0.6140350877192983,0.7422303473491774
GROBID,186.tar_1511.05239.gz_dualpolarsubmittednov16_black.pdf,0,title,1.0,1.0,1.0,1.0
GROBID,186.tar_1511.05239.gz_dualpolarsubmittednov16_black.pdf,0,author,0.5,0.6666666666666666,0.5714285714285715,0.5945945945945946
GROBID,181.tar_1511.03173.gz_MxR_black.pdf,0,abstract,0.8670886075949367,0.8670886075949367,0.8670886075949367,0.9445417396380619
GROBID,181.tar_1511.03173.gz_MxR_black.pdf,0,title,0.5,0.5,0.5,0.821917808219178
GROBID,181.tar_1511.03173.gz_MxR_black.pdf,0,author,1.0,1.0,1.0,0.875
GROBID,177.tar_1511.01188.gz_ms_black.pdf,21,author,1.0,1.0,1.0,0.9473684210526315
GROBID,189.tar_1511.06328.gz_iclr2016_conference_black.pdf,0,abstract,0.9895287958115183,0.9895287958115183,0.9895287958115183,0.994341757827235
GROBID,189.tar_1511.06328.gz_iclr2016_conference_black.pdf,0,title,0.35714285714285715,0.5,0.41666666666666663,0.6580645161290323
GROBID,189.tar_1511.06328.gz_iclr2016_conference_black.pdf,0,author,0.8,0.8,0.8000000000000002,0.8
GROBID,187.tar_1511.05620.gz_Article_File_black.pdf,0,title,0.0,0.0,0.0,0.2261904761904762
GROBID,187.tar_1511.05620.gz_Article_File_black.pdf,0,author,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.15561959654178678
GROBID,177.tar_1511.01130.gz_QT-recon-PRA-revision-3_black.pdf,1,abstract,0.42412451361867703,3.0277777777777777,0.7440273037542662,0.22142491030240904
GROBID,187.tar_1511.05711.gz_3-complex-proc-final_black.pdf,7,author,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9714285714285714
GROBID,178.tar_1511.01734.gz_Article20150710_HAL_black.pdf,0,abstract,1.0,1.0,1.0,0.9781659388646289
GROBID,178.tar_1511.01734.gz_Article20150710_HAL_black.pdf,0,title,0.8,0.8888888888888888,0.8421052631578948,0.85
GROBID,178.tar_1511.01734.gz_Article20150710_HAL_black.pdf,0,author,0.16666666666666666,0.5,0.25,0.30434782608695654
GROBID,190.tar_1511.06959.gz_asme2e_black.pdf,0,abstract,0.9954128440366973,0.9954128440366973,0.9954128440366973,0.9932975871313673
GROBID,190.tar_1511.06959.gz_asme2e_black.pdf,0,author,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5853658536585367
GROBID,185.tar_1511.05009.gz_2dotproduct_black.pdf,0,abstract,0.9512195121951219,0.975,0.9629629629629629,0.9711538461538461
GROBID,185.tar_1511.05009.gz_2dotproduct_black.pdf,0,title,1.0,1.0,1.0,0.9024390243902439
GROBID,185.tar_1511.05009.gz_2dotproduct_black.pdf,0,author,0.24,0.24,0.24,0.3870967741935484
GROBID,175.tar_1511.00080.gz_Diamonds062016final_black.pdf,6,title,1.0,1.0,1.0,1.0
GROBID,177.tar_1511.01318.gz_apj3_black.pdf,1,abstract,0.08762886597938144,1.3076923076923077,0.1642512077294686,0.13016845329249618
GROBID,177.tar_1511.01318.gz_apj3_black.pdf,1,author,0.21568627450980393,0.21568627450980393,0.21568627450980393,0.3296703296703296
GROBID,187.tar_1511.05699.gz_LRW2arxiv_black.pdf,0,abstract,0.7551020408163265,0.7551020408163265,0.7551020408163265,0.828266228430567
GROBID,191.tar_1511.07137.gz_AA_black.pdf,1,abstract,0.19327731092436976,0.19327731092436976,0.19327731092436978,0.3513004146249529
GROBID,180.tar_1511.02877.gz_SCinMultiG_replacement_version_black.pdf,0,abstract,0.9224137931034483,0.9224137931034483,0.9224137931034483,0.9307065217391305
GROBID,180.tar_1511.02877.gz_SCinMultiG_replacement_version_black.pdf,0,title,1.0,1.0,1.0,1.0
GROBID,180.tar_1511.02877.gz_SCinMultiG_replacement_version_black.pdf,0,author,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.296943231441048
GROBID,184.tar_1511.04590.gz_paper_black.pdf,0,abstract,1.0,1.0,1.0,0.9950641658440276
GROBID,184.tar_1511.04590.gz_paper_black.pdf,0,title,1.0,1.0,1.0,1.0
GROBID,177.tar_1511.01329.gz_capri_2015_black.pdf,0,abstract,0.6852791878172588,0.8132530120481928,0.743801652892562,0.9129999999999999
GROBID,177.tar_1511.01329.gz_capri_2015_black.pdf,0,title,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7843137254901962
GROBID,177.tar_1511.01329.gz_capri_2015_black.pdf,0,author,0.0,0.0,0.0,0.1607142857142857
GROBID,181.tar_1511.03160.gz_KOT-20151103_black.pdf,13,author,0.0,0.0,0.0,0.18897637795275585
GROBID,177.tar_1511.01188.gz_ms_black.pdf,28,title,0.9,1.0,0.9473684210526316,0.8656716417910448
GROBID,182.tar_1511.03521.gz_Condensed_black.pdf,0,abstract,0.9805825242718447,0.9805825242718447,0.9805825242718447,0.9849170437405732
