Tool,ID,Page,Label,Precision,Recall,F1,SpatialDist
ScienceParse,124.tar_1508.02250.gz_admal_tadmor_black.pdf,16,paragraph,0.7607840511867301,0.7201143362877677,0.6955314935417395,0.5484599538602283
ScienceParse,132.tar_1508.05987.gz_kere_black.pdf,41,paragraph,0.8976164635916842,0.9611918798318247,0.9467146972029912,0.9392864232201396
ScienceParse,130.tar_1508.05377.gz_qgdecoherence4_black.pdf,10,paragraph,0.6742426932761162,0.6943813458362162,0.684157080179706,0.5390084557903092
ScienceParse,133.tar_1508.06841.gz_Bds_to_Jpsi_v2_black.pdf,19,paragraph,0.9682090497648388,0.8387008443517143,0.9944350151274776,0.9996748964331782
ScienceParse,121.tar_1508.00639.gz_Secrecy_IA_ATC_20150627_black.pdf,3,paragraph,0.6059177182767911,0.6383284750482245,0.6856925336236877,0.5751675591694638
ScienceParse,127.tar_1508.03821.gz_manuscript10Aug2015_black.pdf,2,paragraph,0.800191634412202,0.9579658656999438,0.9612598982349768,0.9380737896906663
ScienceParse,125.tar_1508.02988.gz_linearsystem_black.pdf,1,paragraph,0.8279819074722128,0.9375101615089376,0.8215645713654915,0.9513702599274445
ScienceParse,132.tar_1508.06496.gz_journal-arxiv_black.pdf,16,paragraph,0.640322738228624,0.6064922977582959,0.7512815366379489,0.9450774146142639
ScienceParse,124.tar_1508.02152.gz_the_localrotation_set_is_an_interval_black.pdf,30,paragraph,0.9579061128822542,0.8376971299292149,0.8566393993191417,0.902224164168566
ScienceParse,124.tar_1508.02449.gz_MachineWald-revised_black.pdf,4,paragraph,0.7191570760542334,0.6040899047731765,0.6572454442916531,0.5431605778550455
ScienceParse,122.tar_1508.01301.gz_greene-6_22_black.pdf,4,paragraph,0.779168182323948,0.6240823461556209,0.6017843662420752,0.5484395084818543
ScienceParse,134.tar_1508.07415.gz_eslahi_black.pdf,4,paragraph,0.687322696934466,0.7692441526443221,0.6365021660900857,0.52041988462109
