Tool,ID,Page,Label,Precision,Recall,F1,SpatialDist
ScienceParse,220.tar_1611.04654.gz_root_black.pdf,0,author,0.8285935886981328,0.90223165209435,0.9923293425908856,0.8444444444444444
ScienceParse,212.tar_1611.00783.gz_steward_black.pdf,0,author,0.9719120497265454,0.8,0.9593922437949692,0.8823529411764706
ScienceParse,218.tar_1611.03309.gz_regmixcon1_black.pdf,0,author,0.5864788517541357,0.5199948520237826,0.5901303477623677,0.4533333333333333
ScienceParse,221.tar_1611.04890.gz_article_black.pdf,0,author,0.9440255747865054,0.8304811188572487,0.9868631647494472,0.75
ScienceParse,219.tar_1611.04260.gz_draft_BESIII_BF_D_2KsX_black.pdf,1,author,0.0070175438596491,0.0070175438596491,0.0070175438596491,0.2012672381662318
ScienceParse,227.tar_1611.07636.gz_appendix_black.pdf,0,author,0.5818369770283744,0.5172946229279929,0.5397231785554858,0.5217391304347826
ScienceParse,219.tar_1611.04035.gz_entropicCausal_black.pdf,0,author,0.5585122940106492,0.5534678188637712,0.5246835707952312,0.3066037735849056
ScienceParse,215.tar_1611.02081.gz_source_black.pdf,0,author,0.9494864811983148,0.8752616475929136,0.8044933850514134,0.8813559322033899
ScienceParse,217.tar_1611.03018.gz_Classical7_black.pdf,0,author,0.8875565323787716,0.9368420176229928,0.8335308805022021,0.8681318681318682
ScienceParse,220.tar_1611.04393.gz_bookchapter_black.pdf,0,author,0.5759891748173802,0.5499935534586913,0.511418642020497,0.48
ScienceParse,214.tar_1611.01672.gz_Pandey_Manuscript_SR_Revised-2_black.pdf,0,author,0.0943396226415094,0.0943396226415094,0.0943396226415094,0.2403258655804481
ScienceParse,221.tar_1611.04839.gz_pgrloci-arXiv_black.pdf,47,author,0.5127784166812418,0.5805801836775009,0.5981737183433169,0.4897959183673469
ScienceParse,233.tar_1611.09979.gz_ablation_arxiv_v2_black.pdf,0,author,0.08,0.08,0.08,0.1
ScienceParse,229.tar_1611.08484.gz_article_cn16_version_hal_black.pdf,3,author,0.5155160068398961,0.5789281869469096,0.5033459033765172,0.5714285714285715
ScienceParse,222.tar_1611.05410.gz_Outliers_black.pdf,0,author,0.8574373374529802,0.8,0.960998461882264,1.0
ScienceParse,214.tar_1611.01514.gz_paper-v7_black.pdf,0,author,0.081081081081081,0.081081081081081,0.081081081081081,0.2473604826546002
ScienceParse,230.tar_1611.08851.gz_main_black.pdf,0,author,0.907580644090952,0.8582526639623871,0.9789507930352136,0.9
ScienceParse,230.tar_1611.08779.gz_16TCAS_CD_black.pdf,0,author,0.9958982278588258,0.8,0.9686533605829644,0.9166666666666669
ScienceParse,213.tar_1611.01292.gz_ms_black.pdf,3,author,0.282051282051282,0.282051282051282,0.282051282051282,0.6962962962962963
ScienceParse,233.tar_1611.09857.gz_ph1_black.pdf,0,author,0.0316742081447963,0.0316742081447963,0.0316742081447963,0.2468868435300487
ScienceParse,215.tar_1611.01957.gz_SVRG_black.pdf,0,author,0.1481481481481481,0.1481481481481481,0.1481481481481481,0.1851851851851852
ScienceParse,231.tar_1611.09201.gz_Alternators2_black.pdf,0,author,0.3333333333333333,0.5,0.4,0.6666666666666665
ScienceParse,230.tar_1611.08510.gz_DPTG_PA_ABM_004_black.pdf,0,author,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1642857142857143
ScienceParse,218.tar_1611.03456.gz_jcgs-final_black.pdf,0,author,0.6666666666666666,1.0,0.8,0.6666666666666665
ScienceParse,211.tar_1611.00004.gz_draft_black.pdf,12,author,0.9359119504275654,0.8,0.9611551421519178,0.7681159420289855
ScienceParse,219.tar_1611.03757.gz_branex-Nov17_black.pdf,0,author,0.5117546220754302,0.5072911175362609,0.5555547798245557,0.3243243243243243
ScienceParse,211.tar_1611.00234.gz_GarckeLamRomeArXiv_black.pdf,0,author,0.5,0.6666666666666666,0.5714285714285715,0.6190476190476191
ScienceParse,233.tar_1611.09907.gz_rw-ehf-final_black.pdf,1,author,0.7431110433454802,0.8,0.9336403109812716,0.8484848484848484
